id,heading,series,subseries,set,tablenumber,provenience,year,context,chronology1,n_signs,signs_ws_joined
166,KN Vc(5) 175 (124-S),V,c,5,175,,,,LM II-LM IIIA1 or LM IIIB,2,a-pi-da-ta 1
167,KN Vc(5) 176 (124-S),V,c,5,176,,,,LM II-LM IIIA1 or LM IIIB,2,po-ru-te-we 1
168,KN Vc(5) 177 (124-S),V,c,5,177,,,,LM II-LM IIIA1 or LM IIIB,4,wa-ke-i-jo 1 v.↓ ⟦di⟧
169,KN L 178 + 281 (124-X),L,-,-,178,,,,LM II-LM IIIA1 or LM IIIB,8,we-we-e-a ' *161' TELA;3+PA 6 u-po-we TUN+RI 2
170,KN Vc(5) 179 (124-S),V,c,5,179,,,,LM II-LM IIIA1 or LM IIIB,1,sa-u-ko
171,KN Og(1) 180 (124-μ),O,g,1,180,,,,LM II-LM IIIA1 or LM IIIB,12,pa-i-ti-ja M 130 da-wi-ja M 60 v.↓ -to M 4̣0 M 4̣
172,KN Vc(5) 181 (124-S),V,c,5,181,,,,LM II-LM IIIA1 or LM IIIB,1,pi-ra-qo
173,KN Xd 182 (124),X,d,-,182,,,,LM II-LM IIIA1 or LM IIIB,1,a-re-u-ke
174,KN Vc(5) 183 (124-S),V,c,5,183,,,,LM II-LM IIIA1 or LM IIIB,1,pe-re-wa-ta
175,KN Vc(5) 184 (124-S),V,c,5,184,,,,LM II-LM IIIA1 or LM IIIB,2,a-ro-wo-ta 1
176,KN Vc(5) 185 (124-S),V,c,5,185,,,,LM II-LM IIIA1 or LM IIIB,2,a-ne-te-wa 1
177,KN Xd(5) 186 (124-S),X,d,5,186,,,,LM II-LM IIIA1 or LM IIIB,1,ko-ma-ra
178,KN Vc 188 (124),V,c,-,188,,,,LM II-LM IIIA1 or LM IIIB,2,te-re-ja-wo 1
179,KN Sc(6) 189 (124-R),S,c,6,189,,,,LM II-LM IIIA1 or LM IIIB,1,a-re-se
180,KN Ai(1) 190 (124-B),A,i,1,190,,,,LM II-LM IIIA1 or LM IIIB,5,ko-wa 1 di ko-wa 1
181,KN Vc(5) 191 (124-S),V,c,5,191,,,,LM II-LM IIIA1 or LM IIIB,1,wa-ke-i-jo
182,KN L 192 + 8022 (124-X),L,-,-,192,,,,LM II-LM IIIA1 or LM IIIB,4,-da-na to-ni-ja TELA;2 2
183,KN F(1) 193 + 7361 + fr. (124-5),F,-,1,193,,,,LM II-LM IIIA1 or LM IIIB,7,te-ra-po-ti HORD 9 T 8 V 3
184,KN Ai(1) 194 (124-B),A,i,1,194,,,,LM II-LM IIIA1 or LM IIIB,6,MUL 3 ko-wa 1 ko-wo 2
185,KN Vc(6) 195 (124-R),V,c,6,195,,,,LM II-LM IIIA1 or LM IIIB,2,̣ pe-ri-to-wo
186,KN Sc(6) 197 (124-R),S,c,6,197,,,,LM II-LM IIIA1 or LM IIIB,1,wo-no-qi-
187,KN Uf(1) 198 (124-8),U,f,1,198,,,,LM II-LM IIIA1 or LM IIIB,3,pa-to-ro DA 1
188,KN Vc(6) 199 (124-R),V,c,6,199,,,,LM II-LM IIIA1 or LM IIIB,2,a-pi-re-jo 1
189,KN Vc(6) 200 (124-R),V,c,6,200,,,,LM II-LM IIIA1 or LM IIIB,1,pu-mo-ne-
190,KN Vc(7) 201 + 7803 (124-V),V,c,7,201,,,,LM II-LM IIIA1 or LM IIIB,4,ta-ra-sa-ta 1 v.↓ du
191,KN Xd 202 (124-1?),X,d,-,202,,,,LM II-LM IIIA1 or LM IIIB,3,ja u-ta-no vac.
192,KN Vc(5) 203 (124-S),V,c,5,203,,,,LM II-LM IIIA1 or LM IIIB,2,ra-wo-ti-jo 1
193,KN Ag 204 (124-A??),A,g,-,204,,,,LM II-LM IIIA1 or LM IIIB,1,du-ni-jo
194,KN Vc(6) 205 (124-R),V,c,6,205,,,,LM II-LM IIIA1 or LM IIIB,2,a-ke-ra-no 1
195,KN Vc(6) 206 (124-R),V,c,6,206,,,,LM II-LM IIIA1 or LM IIIB,1,pa-pa-ro
196,KN Sc(4) 207 (124-M?),S,c,4,207,,,,LM II-LM IIIA1 or LM IIIB,2,pa-pa-ro ra
197,KN Vc(5) 208 (124-S),V,c,5,208,,,,LM II-LM IIIA1 or LM IIIB,2,a-re-jo 1
198,KN Xd(5) 209 (124-S),X,d,5,209,,,,LM II-LM IIIA1 or LM IIIB,1,ma-ti-ri
199,KN Vc(7) 210 + 8020 (124-V),V,c,7,210,,,,LM II-LM IIIA1 or LM IIIB,3,-su-pa-ta v.↓ -no
200,KN Vc(6) 211 (124-R),V,c,6,211,,,,LM II-LM IIIA1 or LM IIIB,1,pa-sa-ko-me-no
201,KN Vc(5) 212 (124-S),V,c,5,212,,,,LM II-LM IIIA1 or LM IIIB,1,e-re-pa-i-ro
202,KN Ai(1) 213 (124-B?),A,i,1,213,,,,LM II-LM IIIA1 or LM IIIB,3,a2-ta VIR 2
203,KN Xd 214 (124-X),X,d,-,214,,,,LM II-LM IIIA1 or LM IIIB,2,j̣ạ na-u-si-ke-re
204,KN Vc(6) 215 (124-R),V,c,6,215,,,,LM II-LM IIIA1 or LM IIIB,2,a-ne-u-da 1
205,KN Vc(5) 216 (124-S),V,c,5,216,,,,LM II-LM IIIA1 or LM IIIB,2,1̣ di-wo-a-ne
206,KN Sc 217 (124-γ),S,c,-,217,,,,LM II-LM IIIA1 or LM IIIB,10,ta TUN 2 BIG 1 EQU ZE 1 v.↓ mi-ni-ṣị
207,KN Sc(1) 218 (124-F),S,c,1,218,,,,LM II-LM IIIA1 or LM IIIB,3,EQU ZE 1
208,KN Sc(5) 219 (124-S),S,c,5,219,,,,LM II-LM IIIA1 or LM IIIB,3,⟦TUN⟧ BIG 1
209,KN Sc(3) 220 + fr. (124-I),S,c,3,220,,,,LM II-LM IIIA1 or LM IIIB,4,1 EQU 'MO 1'
210,KN Sc(3) 221 + 5147 (124-I),S,c,3,221,,,,LM II-LM IIIA1 or LM IIIB,6,TUN BIG 1 EQU MO 1
211,KN Sc 222 (124-ε),S,c,-,222,,,,LM II-LM IIIA1 or LM IIIB,6,me-za-wo TUN 2 EQU ZE 1
212,KN Sc 223 (124-8),S,c,-,223,,,,LM II-LM IIIA1 or LM IIIB,4,DA 1 BIG AES
213,KN Sc(4) 224 + 228 (124-M),S,c,4,224,,,,LM II-LM IIIA1 or LM IIIB,6,pa-di-jo TUN+QE 2 EQU ZE 2
214,KN Sc(1) 225 (124-F),S,c,1,225,,,,LM II-LM IIIA1 or LM IIIB,7,BIG 1 EQU MO v.↓ *166 1
215,KN Sc(3) 226 (124-I),S,c,3,226,,,,LM II-LM IIIA1 or LM IIIB,9,ti-ri-jo-qa BIG 1 TUN 1̣ EQU 1 'e-ko 1'
216,KN Sc(4) 227 (124-M),S,c,4,227,,,,LM II-LM IIIA1 or LM IIIB,5,TUN+QE 2 EQU 'MO 1'
217,KN Sc(4) 229 (124-M),S,c,4,229,,,,LM II-LM IIIA1 or LM IIIB,4,ṛị-jo TUN+QE 2 MO
218,KN Sc(1) 230 (124-F),S,c,1,230,,,,LM II-LM IIIA1 or LM IIIB,7,o-pi-ri-mi-ni-jo TUN 1̣ BIG 1 EQU ẒẸ
219,KN Sc(2) 232 (124-G),S,c,2,232,,,,LM II-LM IIIA1 or LM IIIB,5,2 BIG 1 EQU ẒẸ
220,KN Sc 233 (124),S,c,-,233,,,,LM II-LM IIIA1 or LM IIIB,2,a-qa-ro TUN
221,KN Sc 234 (124-δ),S,c,-,234,,,,LM II-LM IIIA1 or LM IIIB,3,TUN 2 ḄỊG̣
222,KN Sc(2) 235 (124-G),S,c,2,235,,,,LM II-LM IIIA1 or LM IIIB,3,po-*34-wi-do ⟦TUN⟧ BIG
223,KN Sc(5) 236 (124-S),S,c,5,236,,,,LM II-LM IIIA1 or LM IIIB,3,ku-ru-me-no ⟦TUN⟧ BIG
224,KN Sc(5) 237 (124-S),S,c,5,237,,,,LM II-LM IIIA1 or LM IIIB,5,a-e-da-do-ro ⟦TUN⟧ BIG v.↓ a-mi-ni-si
225,KN Sc 238 (124-6),S,c,-,238,,,,LM II-LM IIIA1 or LM IIIB,3,me-nu-wa TUN BIG
226,KN Sc 239 (124),S,c,-,239,,,,LM II-LM IIIA1 or LM IIIB,2,a-ko-to TUN
227,KN Sc 240 (124-β),S,c,-,240,,,,LM II-LM IIIA1 or LM IIIB,2,ta-pa-no BIG
228,KN Sc 241 (124-δ),S,c,-,241,,,,LM II-LM IIIA1 or LM IIIB,3,EQU 'MO' 1
229,KN Sc 242 (124-ζ),S,c,-,242,,,,LM II-LM IIIA1 or LM IIIB,7,BIG 1 EQU 'ZE' 1 v.→ a-*47
230,KN Sc(1) 243 (124-F),S,c,1,243,,,,LM II-LM IIIA1 or LM IIIB,7,jo pu2-re-wa TUN 1 BIG 1 EQU
231,KN Sc(3) 244 (124-I),S,c,3,244,,,,LM II-LM IIIA1 or LM IIIB,3,ṇọ e-ro-e BIG
232,KN Sc(1) 245 + 5064 (124-F),S,c,1,245,,,,LM II-LM IIIA1 or LM IIIB,3,ṛẹ-o BIG 1
233,KN Sc <246> (124),S,c,-,246,,,,LM II-LM IIIA1 or LM IIIB,2,qe-ra-di-ri-jo *165
234,KN Sc(1) 247 (124-F),S,c,1,247,,,,LM II-LM IIIA1 or LM IIIB,3,pa-re *165 1̣
235,KN Sc(3) 248 + 7484 (124-I),S,c,3,248,,,,LM II-LM IIIA1 or LM IIIB,4,BIG 1 *165 1
236,KN Sc 249 + 265 (124-β),S,c,-,249,,,,LM II-LM IIIA1 or LM IIIB,4,pa-re BIG 1 *165
237,KN Sc(1) 250 + 7691 (124-F),S,c,1,250,,,,LM II-LM IIIA1 or LM IIIB,2,a-ko-to TUN
238,KN Sc(5) 251 (124-S),S,c,5,251,,,,LM II-LM IIIA1 or LM IIIB,3,*4̣7̣-u TUN BIG
239,KN Sc(3) 252 + 7455 + 7458 + frr. (124-I),S,c,3,252,,,,LM II-LM IIIA1 or LM IIIB,10,we-wa-do-ro TUN 2 BIG 1 EQU 'ZE' 1 v.↓ ạ-mi-ni-si-jo
240,KN Sc(5) 253 (124-S),S,c,5,253,,,,LM II-LM IIIA1 or LM IIIB,3,i-sa-wo ⟦TUN⟧ BIG
241,KN Sc(3) 254 + 7465 (124-I),S,c,3,254,,,,LM II-LM IIIA1 or LM IIIB,4,pa-wa-wo TUN 2 BIG
242,KN Sc(3) 255 (124-I),S,c,3,255,,,,LM II-LM IIIA1 or LM IIIB,6,di-so TUN 2 BIG v.↓ po-*34
243,KN Sc(3) 256 [+] 5163 (124-I),S,c,3,256,,,,LM II-LM IIIA1 or LM IIIB,11,a-ka-to TUN 2 BIG 1 EQU 'ZE' 1 v.↓ a-re-ka-ṭụ[-]ṛụ-wo Ṭ
244,KN Sc 257 (124-6),S,c,-,257,,,,LM II-LM IIIA1 or LM IIIB,7,ka-ro-qo BIG 1 qa-*83-to DA 3 vac.
245,KN Sc(3) 258 (124-I),S,c,3,258,,,,LM II-LM IIIA1 or LM IIIB,13,pa-ra-'ko' 1̣ pa-wa-so 1̣ TUN 1 TUN 1 i-ka-se 1̣ di-ka v.↓ ku-ne
246,KN Sc 259 (124-ε),S,c,-,259,,,,LM II-LM IIIA1 or LM IIIB,5,EQU 'ZE' 1 TUN 2
247,KN Sc 260 (124-β),S,c,-,260,,,,LM II-LM IIIA1 or LM IIIB,4,jo TUN 1 BIG
248,KN Sc(1) 261 (124-F),S,c,1,261,,,,LM II-LM IIIA1 or LM IIIB,2,a-*64-jo TUN
249,KN Sc 262 (124-ζ),S,c,-,262,,,,LM II-LM IIIA1 or LM IIIB,5,BIG 1 EQU 1 s
250,KN Sc(1) 263 (124-F),S,c,1,263,,,,LM II-LM IIIA1 or LM IIIB,2,si-mo TUN
251,KN Sc 264 (124-γ),S,c,-,264,,,,LM II-LM IIIA1 or LM IIIB,5,BIG 1 EQU 'ZE' 1
252,KN Sc(4) 266 (124-M),S,c,4,266,,,,LM II-LM IIIA1 or LM IIIB,5,TUN+QE 1 QE ZE 1
253,KN Np(1) 267 (124-E),N,p,1,267,,,,LM II-LM IIIA1 or LM IIIB,3,sa-ma-da CROC RO
254,KN Np(1) 268 (124-E),N,p,1,268,,,,LM II-LM IIIA1 or LM IIIB,4,to CROC RO 1
255,KN Np(1) 269 (124-E),N,p,1,269,,,,LM II-LM IIIA1 or LM IIIB,2,ni-ja CROC
256,KN Np(1) 270 (124-E),N,p,1,270,,,,LM II-LM IIIA1 or LM IIIB,6,ja CROC P 2 QI 4
257,KN Np(1) 271 [+] 9124 (124-E),N,p,1,271,,,,LM II-LM IIIA1 or LM IIIB,7,̣ṛẹ vest. CROC RO 1 QI 1
258,KN Np(1) 272 + 7419 + fr. (124-E),N,p,1,272,,,,LM II-LM IIIA1 or LM IIIB,4,da-wo CROC 'Q 1'
259,KN Np(1) 273 (124-E),N,p,1,273,,,,LM II-LM IIIA1 or LM IIIB,4,ti-ja-no CROC P 5̣
260,KN Np(1) 274 (124-E),N,p,1,274,,,,LM II-LM IIIA1 or LM IIIB,5,CROC N 1 P 1
261,KN Np(1) 276 (124-E),N,p,1,276,,,,LM II-LM IIIA1 or LM IIIB,2,so CROC
262,KN Np(1) 277 (124-E),N,p,1,277,,,,LM II-LM IIIA1 or LM IIIB,3,CROC QI 4
263,KN Np(1) 278 (= 279) + 7436 + fr. (124-E),N,p,1,278,,,,LM II-LM IIIA1 or LM IIIB,3,CROC P 2
264,KN V(2) 280 (124),V,-,2,280,,,,LM II-LM IIIA1 or LM IIIB,23,wo-de-wi-jo vac. vac. vac. to-pe-za o-u-ki-te-mi X vac. vac. vac. vac. vac. a-pe-ti-ra2 o-u-te-mi X o-u-te-mi X o-u-te-mi X o-u-te-mi X e-pi i-ku-wo-i-pi
265,KN V(1) 282 (124-4),V,-,1,282,,,,LM II-LM IIIA1 or LM IIIB,2,ke-re-wa wo-do
266,KN Ce 283 [+] 7250 (124),C,e,-,283,,,,LM II-LM IIIA1 or LM IIIB,9,200 e-po 60 10 OVIS 40 v.→ ⟦i-ẉẹ⟧ ⟦-j̣ạ⟧
267,KN Vc(7) 285 + fr. (124-V),V,c,7,285,,,,LM II-LM IIIA1 or LM IIIB,1,re-ka-se-ra-wo
268,KN Np(1) 286 [+] 7649 + 7886 (124-E),N,p,1,286,,,,LM II-LM IIIA1 or LM IIIB,5,a-u-ta-na ḍạ na-pi CROC N
269,KN Vc(5) 287 (124-S),V,c,5,287,,,,LM II-LM IIIA1 or LM IIIB,2,⟦jo⟧ du-pi-jo
270,KN E(1) 288 (124),E,-,1,288,,,,LM II-LM IIIA1 or LM IIIB,2,ra-wa-si-jo G̣ṚẠ
271,KN Vc 289 + frr.(3) (124),V,c,-,289,,,,LM II-LM IIIA1 or LM IIIB,1,a-mi-ni-si-jo
272,KN Vc(5) 290 (124-S),V,c,5,290,,,,LM II-LM IIIA1 or LM IIIB,2,wo-ro-to-qo 1̣
273,KN Vc(5) 291 (124-S),V,c,5,291,,,,LM II-LM IIIA1 or LM IIIB,1,me-ta-ri-ko-wo
274,KN Xd <292> (124?),X,d,-,292,,,,LM II-LM IIIA1 or LM IIIB,1,te-u-to-ri-*6̣5̣
275,KN Vc(2) 293 (124-G),V,c,2,293,,,,LM II-LM IIIA1 or LM IIIB,2,di-wi-ja-wo 1
276,KN Np(1) 294 (124-E?),N,p,1,294,,,,LM II-LM IIIA1 or LM IIIB,1,ti-ri-jo-qa
277,KN Vc <295> (124?),V,c,-,295,,,,LM II-LM IIIA1 or LM IIIB,2,ma-ti-ko 1
278,KN Xd <296> (124?),X,d,-,296,,,,LM II-LM IIIA1 or LM IIIB,1,qe-re-wa
279,KN Vc(1) 297 (124-F?),V,c,1,297,,,,LM II-LM IIIA1 or LM IIIB,1,e-ru-ti-ri-j̣ọ
280,KN Sc(5) 298 (124-S),S,c,5,298,,,,LM II-LM IIIA1 or LM IIIB,1,ta-ra-i
281,KN Xd <299> (124?),X,d,-,299,,,,LM II-LM IIIA1 or LM IIIB,1,e-ko-so-wo-ko
282,KN Xd <300> (124?),X,d,-,300,,,,LM II-LM IIIA1 or LM IIIB,1,a-qi-ra
283,KN Xd <301> (124?),X,d,-,301,,,,LM II-LM IIIA1 or LM IIIB,1,ma-se
284,KN Xd <302> (124?),X,d,-,302,,,,LM II-LM IIIA1 or LM IIIB,1,e-na-i-jo
285,KN Vc 303 (124),V,c,-,303,,,,LM II-LM IIIA1 or LM IIIB,3,ṭị-ri-jo-qa v.↓ ẉị
286,KN Xd <304> (124?),X,d,-,304,,,,LM II-LM IIIA1 or LM IIIB,1,e-ri-ta-ri-jo
287,KN Xd <305> (124?),X,d,-,305,,,,LM II-LM IIIA1 or LM IIIB,1,ra-ke-re-we
288,KN Xd <306> (124?),X,d,-,306,,,,LM II-LM IIIA1 or LM IIIB,2,-ta a-ke
289,KN Xd <307> (124?),X,d,-,307,,,,LM II-LM IIIA1 or LM IIIB,1,do-qi
290,KN Xd <308> (124?),X,d,-,308,,,,LM II-LM IIIA1 or LM IIIB,1,po-ki
291,KN Xd <309> (124?),X,d,-,309,,,,LM II-LM IIIA1 or LM IIIB,2,pa-no qa
292,KN Xd <310> (124?),X,d,-,310,,,,LM II-LM IIIA1 or LM IIIB,1,ṣẹ-ke-ru-pa-ko-
293,KN Uf(1) <311> (124?),U,f,1,311,,,,LM II-LM IIIA1 or LM IIIB,7,sup. mut. ta-na-ti DA 1̣ inf. mut.
294,KN Vc(5) 312 (124-S),V,c,5,312,,,,LM II-LM IIIA1 or LM IIIB,1,e-we-de-u
295,KN Xd <313> (124?),X,d,-,313,,,,LM II-LM IIIA1 or LM IIIB,3,e-we-wa v.↓ a
296,KN Xd <314> (124?),X,d,-,314,,,,LM II-LM IIIA1 or LM IIIB,1,ru-ki-ti-ja
297,KN Vc <316> (124?),V,c,-,316,,,,LM II-LM IIIA1 or LM IIIB,2,a-ke-ra-wo 1
298,KN Vc <317> (124?),V,c,-,317,,,,LM II-LM IIIA1 or LM IIIB,4,ti-ma 1 v.↓ a
299,KN Xd <318> (124?),X,d,-,318,,,,LM II-LM IIIA1 or LM IIIB,1,e-pi-ta
300,KN Xd <319> (124?),X,d,-,319,,,,LM II-LM IIIA1 or LM IIIB,1,te-me-u
301,KN Xd <320> (124?),X,d,-,320,,,,LM II-LM IIIA1 or LM IIIB,1,a-pa-te
302,KN Ag <321> (124-A?),A,g,-,321,,,,LM II-LM IIIA1 or LM IIIB,4,ṂỤḶ 1 ko-wo 1
303,KN Ag <322> (124-A?),A,g,-,322,,,,LM II-LM IIIA1 or LM IIIB,1,wo-ni-jo
304,KN Xd <323> (124?),X,d,-,323,,,,LM II-LM IIIA1 or LM IIIB,1,a-ri-we-we
305,KN Ag <324> (124-A?),A,g,-,324,,,,LM II-LM IIIA1 or LM IIIB,1,a-ta-wo-ne
306,KN Xd <325> (124?),X,d,-,325,,,,LM II-LM IIIA1 or LM IIIB,1,we-wa
307,KN Xd <326> (124?),X,d,-,326,,,,LM II-LM IIIA1 or LM IIIB,1,no-da-ma
308,KN Xd <327> (124?),X,d,-,327,,,,LM II-LM IIIA1 or LM IIIB,1,e-ri-ra-ị
309,KN Xd <328> (124?),X,d,-,328,,,,LM II-LM IIIA1 or LM IIIB,1,pa-*34-so
310,KN Xd <329> (124?),X,d,-,329,,,,LM II-LM IIIA1 or LM IIIB,1,ṛẹ-mi-si-jo
311,KN Xd <330> (124?),X,d,-,330,,,,LM II-LM IIIA1 or LM IIIB,1,ra-wo-te
312,KN Xd <331> (124?),X,d,-,331,,,,LM II-LM IIIA1 or LM IIIB,1,a-pu2-ka
313,KN Xd <332> (124?),X,d,-,332,,,,LM II-LM IIIA1 or LM IIIB,2,ja i-da-wo
314,KN Xd <333> (124?),X,d,-,333,,,,LM II-LM IIIA1 or LM IIIB,1,ze-pu
315,KN Xd <334> (124?),X,d,-,334,,,,LM II-LM IIIA1 or LM IIIB,2,mo ke-to-ri
316,KN Xd <335> (124?),X,d,-,335,,,,LM II-LM IIIA1 or LM IIIB,2,ke-si-jo ri
317,KN Xd <336> (124?),X,d,-,336,,,,LM II-LM IIIA1 or LM IIIB,1,pe-ra-te-ro
318,KN V(2) 337 (124-I),V,-,2,337,,,,LM II-LM IIIA1 or LM IIIB,23,sup. mut. a-pi-re-we 6̣ da-mi-ni-jo p̣ọ-mi-jo ṭọ-so 3̣ inf. mut. v.→ sup. mut. jo mo-ni-ḳọ 3 3 wi-to 10 o vest. inf. mut.
319,KN Ai 338 (-),A,i,-,338,,,,-,9,.A ko-wa 6 .B ja MUL 5̣ ko-wo 2
320,KN Fh 339 (141),F,h,-,339,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,o-pa-wo-ne-ja to-qa OLE 24
321,KN Fh 340 (141),F,h,-,340,,,,LM IIIA1 or LM IIIA2 or LM IIIB,7,ka-ro a-pu-do-si 'te' OLE 23 S 2
322,KN Fh 341 (141),F,h,-,341,,,,LM IIIA1 or LM IIIA2 or LM IIIB,8,pe-da-i-ra du-ni-ja OLE 4 S 2 V 1
323,KN Fh 342 (141),F,h,-,342,,,,LM IIIA1 or LM IIIA2 or LM IIIB,6,a-ne-ra-to OLE 2 do-re-we OLE 2
324,KN Fh 343 (141),F,h,-,343,,,,LM IIIA1 or LM IIIA2 or LM IIIB,11,du-pu2-so zo-a OLE 15 e-pi-ko-wa ỌḶẸ 1̣ S 1 V 3
325,KN Fh 344 (141),F,h,-,344,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,ka-pa-ri-jo-ne OLE 1
326,KN Fh 345 (141),F,h,-,345,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,du-ru-po OLE V 1
327,KN Fh 346 (141?),F,h,-,346,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,a3-ki-pa-ta OLE 2
328,KN Fh 347 [+] 9093 + fr. (141),F,h,-,347,,,,LM IIIA1 or LM IIIA2 or LM IIIB,16,ma-ro-ne ku-pi-ri-jo OLE 6 S 2 MU 5 we-we-ṛọ o-no OLE 1 a-ri-to-[•]-j̣ọ OLE V 2
329,KN Fh 348 (141),F,h,-,348,,,,LM IIIA1 or LM IIIA2 or LM IIIB,10,o-no i-su-ku-wo-do-to OLE 1 S 1 qe-te-o ⟦te-o⟧ OLE 1
330,KN Fh 349 + frr.(3) (141),F,h,-,349,,,,LM IIIA1 or LM IIIA2 or LM IIIB,6,ru-ki-to a-pu-do-si OLE 53 V 3
331,KN Fh 350 (141),F,h,-,350,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,po-ro-ko-wa OLE 2
332,KN Fh 351 (141),F,h,-,351,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,*47-so-de OLE V 3
333,KN Fh 352 (141),F,h,-,352,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,de-u-jo-i OLE S 1
334,KN Fh 353 (141),F,h,-,353,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,ra-ma-na-de de-ma-si 'OLE' S 1
335,KN Fp(2) 354 (222?),F,p,2,354,,,,-,13,ka-ra-e-i-jo OLE 1 S 2 jo OLE V 1 pa-ja-ni-jo OLE V 1
336,KN Fh 355 (141),F,h,-,355,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,qa-ti-ja zo-a OLE 30
337,KN Fh 356 (141),F,h,-,356,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,o-mi-ri-jo-i OLE 1
338,KN Fh 357 (141),F,h,-,357,,,,LM IIIA1 or LM IIIA2 or LM IIIB,10,*47-so-de OLE 2 S 1 e-ra-de OLE 2 V 1
339,KN Fh 358 + frr. (141),F,h,-,358,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,to-ro-qa OLE 10
340,KN Fh 359 + fr. (141),F,h,-,359,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,zo-a ku-do-ni-ja e-te-j̣ạ
341,KN Fh 360 (141),F,h,-,360,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,ki-ra-*56-so u ma-si-dwo me-
342,KN Fh 361 + 9069 + 9096 + fr. (141),F,h,-,361,,,,LM IIIA1 or LM IIIA2 or LM IIIB,12,OLE 21 S 2 vac. ku-pi-ri-jo o-no zo-a OLE 3̣ Ṿ 3̣
343,KN Fh 362 (141??),F,h,-,362,,,,LM IIIA1 or LM IIIA2 or LM IIIB,8,⟦ne-wo ỌḶẸ 8̣3 ⟧ tu- 7 Ṿ 2
344,KN Fp(2) 363 (222),F,p,2,363,,,,-,12,qe-te-a te-re-no OLE da-*83-ja-de i-je-ro S 2 ki-ri-te-wi-ja di-wo-pu-ka-ta S 2 vac.
345,KN Fh 364 (141?),F,h,-,364,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,-ke a-ku-tu-ru-wo u-te-si OLE
346,KN Fh 365 (141?),F,h,-,365,,,,LM IIIA1 or LM IIIA2 or LM IIIB,8,*83-ja-de OLE V 1 ḍạ-so-de OLE V 1
347,KN Fh 366 (141),F,h,-,366,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,to-so a-pu-do[-si
348,KN Fh 367 + 5460 + 9083 + 9106 (141),F,h,-,367,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,to-so-ku-su-pa OLE 330 S 1
349,KN Fh 368 + 5499 (141),F,h,-,368,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,o-pi du-ru-po OLE S 1
350,KN Fh 369 (141),F,h,-,369,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,zo-a a-ra-si-jo ỌḶẸ
351,KN Fh 370 + 5473 + frr. (141),F,h,-,370,,,,LM IIIA1 or LM IIIA2 or LM IIIB,6,ko-no-so vac. mu-to de-ka-sa-to OLE 7̣0
352,KN Fh 371 + 5448 (141),F,h,-,371,,,,LM IIIA1 or LM IIIA2 or LM IIIB,8,o-se-ko-do ku-pi-ri-jo OLE 13 S 1 MU 10
353,KN Fh 372 + 5440 + 5474 + frr.(3) (141),F,h,-,372,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,ku-pi-ri-jo o-no OLE 150
354,KN Fh 373 + 5489 + fr. (141),F,h,-,373,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,tu-ni-ja-ḍẹ te
355,KN Fh <374> (141??),F,h,-,374,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,a-pu-ḍọ
356,KN Fh 375 (141),F,h,-,375,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,ne-wo OLE 10
357,KN Fh <376> (141??),F,h,-,376,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,?to-]ro-qa OLE 1
358,KN Fh 377 (141),F,h,-,377,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,ṣị OLE 152 V 2
359,KN Fh <378> (141??),F,h,-,378,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,ma-qa-to OLE
360,KN Fh <379> (141??),F,h,-,379,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,a-]pu-do-si OLE 17 S 2
361,KN Fh 380 + 2006 + 5445 + frr. (141),F,h,-,380,,,,LM IIIA1 or LM IIIA2 or LM IIIB,7,jo-te zo-a OLE 33 S 1 e-pi-ko-ẉạ
362,KN Fh <381> (= 350 bis) (141??),F,h,-,381,,,,-,2,po-ro-ko-wa a
363,KN Fh <382> (141??),F,h,-,382,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,ko-ro-ja-ne OLE
364,KN Fh <383> (141??),F,h,-,383,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,ku-do
365,KN Fh <384> (141??),F,h,-,384,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,re-pi-ru-nu-we
366,KN Fh <385> (141??),F,h,-,385,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,do-ni-ja
