entry_id,page,languages,n_languages,n_forms,raw_text
3951,196,"Tu.,Ta.,Ma.,Ka.,To.,Ko.,Kod.",7,9,"Ta. paracu (paraci-) to praise, extol). paravu (paravi-) id., worship, reverence, adore, sing; paraval praising, worshipping. Ma. parikka a vow. Ko. parc- (parc-) to pray; parkym (obl. parkyt-) vow to a god, prayer. paratar To. paxt- (party-) to pray; arkym (obi. arkyt-) vow. Ka. parasu to utter a benediction, bless; parake, harake, harike benediction, vow. Kod. parake vow. Tu. parasy benediction; paraké vow made in trouble, beseeching; harasuni to bless, wish well. DED(S) 3257."
3952,196,"Ta.,Ka.",2,4,"Ta. paratu, parantai, (Ramnad dial., Annamalai, p. 875) perante ankle. Ka. paradu id.; haradi id., wrist. DED(S, N) 3258."
3953,196,"Tu.,Ta.,Ma.",3,12,"Ta. paran, parani watch-tower, upper story, (also paranai) rack over a fireplace, loft under the roof of a house. Ma. paran, parana loft under the roof, rude ceiling, frame for drying something over the fireplace. Tu. parefiji, pareji scaffold, temporary platform. DED 3259."
3954,196,"Tu.,Te.,Ta.,Ma.,Ka.,Kod.",6,16,"Ta. parani jewel casket, small box, a kind of jar. Ma. parani vase, jar. Ka. barani small box, casket, China jar or vase. Kod. barani large clay pot with fairly narrow mouth,, for storing ghee, pickle, etc. Tu. barani, barané china jar. Te. barine small box, case or casket. /Cf. Sgh. baraniya pot (Turner, CDIAL, no. 9395). DED 3260."
3955,196,"Tu.,Pa.,Ga.,Go.,Kui,Kuwi,Pe.,Kol.,Kur.",9,12,"Tu. paranty, poranty bull-frog. Kol. pande, (SR. also) pande frog, toad; biceps. Nk. pande frog; muscle, biceps. Nk. (Ch.) pande frog. Pa. benda id. Ga. (OH.) pandake id. Go. (Tr. SR. W. Ph.) panné, (Mu.) panne, (Ph.) pangal (n, not a), (Ma. Ko.) pande id. (Voc. 2118); (Ch. Ma.) panne, (A. Y.) penne muscle (Voc. 2119); (ASu.) penné frog. Pe. pana id. Kui pana frog, toad. Kuwi (S. Su.) panna, (Isr.) pana, (D.) betka frog. Kur. bharnda bull-frog. Cf. 1224 for ‘frog; biceps’. DED (S) 3242, 3261."
3956,196,"Tu.,Te.,Ma.,Ka.,Kod.,Go.,Kui,Kuwi,Pe.,Br.,Kur.",11,19,"Ma. paratuka to seek groping, chiefly at night. Ka. paradu to scrape together with the hand or a hoe, (PBh.) to grope about, (Hav.) id. Kod. baraj- (baraji-) to feel for (something), grope. Tu. paraduni to grope, paranf{uni to grasp, seize, lay hold of; arantuni to grope for, grasp, seek, look for; aranfele a greedy person, miser; arafuni to scramble, fumble; arantuni to feel, grope, grasp at; (? forms with initial a- from Ka. dial.). Kor. (O.) barati to grope; (M.) haji to search. Te. (K.) pakul-ddu to grope with hands, as in darkness. Go. (Tr.) parkana, parkana, pirkana, (ChD.) parkand, (Mu. Ma.) park-, (SR.) parrand, (L.) parkanad, parahkana, (Pat.) pahakana to search (Voc. 2142). Konda parbi- (-t-) to feel with hands, grope, search in darkness by groping. Pe. prek- (-t-) to seek. Kui parmba (parmbi-) to grope, search blindly; n. groping. Kuwi (F.) parali, (S.) parinai, (Isr.) par- (-it-) to search; (F.) prakali to grope; (Isr.) park- (-it-) to feel one’s way in the dark; prek- (he) to search for lice in the hair. ? Kur. panjna to trace, track. ? Br. patting to search for. DED(S, N) 3262."
3957,196,"Skt.,Tu.,Ta.,Ma.",4,9,"Ta. paratar, paratavar, paravar_ in- habitants of a maritime tract, fishing tribes. Ma. paravan dwellers on the seacoast, a caste param [353] of fishermen; fem, paratti. Tu. parave a man belonging to a low class of devil-dancers. / ? Cf. Skt. bharata- barbarian, mountaineer (= Sabara-). DED(S) 3263."
3958,196,"Skt.,Ta.,Ma.",3,5,"Ta. param armour for the body; a kind of shield; paricai shield, buckler. Ma. param shield; parica a round shield. Ka, parige, harige shield. / ? < Skt. phara-, pharaka-, phalaka- shield; Turner, CDJAL, no. 9054. DED 3264."
3959,196,"Tu.,Ta.,Ma.,Ka.,Ko.,Kod.,Kol.",7,17,"Ta. paral pebble, seed, stone of fruit; parukkai, parukkai-kkal small pebbles; paru- manal grit, sandstone. Ma. paral grit, coarse grain, gravel, cowry shell. Ko. parl pebble, one grain (of any grain). Ka. paral, paral pebble, stone; haralu castor oil plant; haral- epne, (Hal.) hallenne castor oil. Kod. para pebble. Tu. parely grain of sand, grit, gravel; grain of corn, etc.; castor seed; pareldenné, (B-K.) parelenne castor oil; par(a)pu a sand- bed. Kol. (Kin.) parca gravel. For Ka. Tu. enne, etc., see 854. Cf. 209 Ta. aralai. / Cf. Sgh. boralu gravel, pebbles. DED(S) 3265, DEN 55:"
3960,196,"Ta.,Ma.",2,2,Ta. (Ag.) paravey a kind of fish. Ma. parava id.
3961,196,"Malt.,Tu.,Te.,Ta.,To.,Ko.,Ga.,Kui,Kuwi,Kol.,Kur.",11,17,"Ko. payrv big storage pot for grain; kopayrv, kopi-rv id. (but bigger than payrv; does ko- belong with 2146 Ta. kogu?). To. parfy large earthen pot for carrying or boiling water. Ka, paravi carthen water-vessel of the form of the koda but larger. DED 3266. 3962 (a) Ta. pari (-v-, -nt-) to separate, be sundered, break off, be destroyed, cut asunder, destroy; (-pp-, -tt-) to cut asunder; parufiku (parunki-) to pluck (as fruit), tear off. ‘Ma, parikku, parukku scratch, wound, scar; paritnuka to pluck grass; pariffial scratched surface, hurt skin. Ko. p bay (bi-) house with roof and walls broken from disuse; pary gik broken basket used for carrying rubbish. Tu. paripuni to tear, rend; pariyuni to rend; parté, partely rent, tear (as in clothes); torn, tattered, old; partele man in rags; parluni to cut sharply, as a knife. Te. B.) pariyu to wear away, be spoiled, (plastering) falls away in shreds. Kol. part- (paratt-) to cut up. Pa, parng- to be split; parkip- (parkit-) to split, plough for the first time; parka piece, portion, split piece of wood. Ga. (P.) -parinp- (parint-) to split (firewood with axe). Konda (BB 1972) para crumb, fragment. Kui paja (paji-) to hew, cut down; parpa (part-) to cut through the bank of a wet field, irrigate; n. irrigation; pripka (< pyrak-p-; prakt-) to split open, cut open, tear open. Kuwi (Isr.) par- (-h-) to dig a ditch, (also parl- [-it-]} make channel for water, place for well; par(a)za split (in wood, wall, etc.), gap, hole. Kur. paraxna to sep"
3963,196,"Tu.,Te.,Ta.,Ma.,Ka.",5,19,"Ta. pari (-v-, -nt-) to run, go out, escape; (-pp-, -tt-) to run, proceed; 7, motion, speed, rapidity, pace of a horse, a horse; parippu motion; pariyal going fast. Ma. pari horse. To, pary- (parc-) (horse) gallops; ride at a gallop. Ka. pari, hari to run, flow, pro- ceed (as work), go away, disappear, be dis- charged (as a debt); m. moving, running, flowing, stream; parike, pariya running; parivu id., flowing, current. Tu. pariyuni, hariyuni to run, flow; aryuni to flow, run (as water); parapuni to flow (as water); parapu flowing, running; ? pari path, way; ) payyery horse; payyoly, payyoli id., riding, galloping; bayyely running, riding; bayyoli a walk. Te. parugu, paruvu, parvu running, a run; paruvidu to run; (K.) parapu to cause to flow; paru to run, run away, have a motion of the bowels, purge, (K. also) fly (or with"
3964,196,"Te.,Ta.,Ma.",3,6,"Ta. pari (-v-, -nt-) to be affectionate; n. love, affection; parivu affection, love, devotion, piety,. delight, pleasure. Ma. parivu love. Ka, paraliga paramour. Te. perima love, affection, DED(S) 3269."
3965,196,"Ta.,Ma.",2,6,"Ta. pari (-v-, -nt-) to be troubled, distressed, suffer; 1. trouble, distress; parippu distress, sorrow; (PN) paravaral distress. Ma. parifinal griet, distraction. DED 3270."
3966,196,"Ta.,Ma.,Kol.",3,5,"Ta. pari delusion, deception. Ma. pariffhuka to be perplexed; parifthikka to confound. DED 3271. 3967 Kol. pari- (parit-), (SR.) pariy- to grind (flour); (Kin.) paray- to pound. Nk. paray- to grind. Vk. (Ch.) paray- id.; padgare a stone mill for grinding. DED(S) 3272."
3968,196,"Te.,Ta.,Ma.,Ka.",4,8,"Ta. paricu quality, nature; manner, way, method. Ma. paricu nature, manner; proper manner; pari way, manner. Ka. pariju, (K.?) parije manner; form, shape; pari way, manner, kind; (K.?) parice quality, nature. Te. parusu way, manner; pari manner. / Cf. Mar. pari kind, type, manner, style, etc. DED 3273. 3969 Ta, parificu hilt of a sword. Ma. parififiu id. Te. parfju id. DED 3274, pariyam"
3970,197,"Pkt.,Skt.,Ta.,Ma.",4,7,"Ta. pariyam, paricam brideprice, hire of a prostitute; paricil gift, donation, present; paricilar solicitors of gifts; paricu gift, do- nation, present, boon. Ma. pariyam token given by bridegroom to bride. /J. Filliozat, Journal asiatique 251.269, would derive these items from Skt. sparsga-, Pkt. pharisa- touch. DED 3275."
3971,197,"Te.,Ta.,Ka.",3,11,"Ta. aruvanpam copper tray. Ka. pariyana, pariyala, parivana, parydna, hari- yana, harivina, arivana a plate-like vessel of metal or wood. Ju. hariyana, harivana, arivana metal dish. Te. arivinamu a kind of dish, bowl, or plate. /Cf. Mar. pariel plate. DED 3276."
3972,197,"Te.,Ta.,Ma.,To.,Kuwi",5,12,"Ta. paru (-pp-, -tt-) to become large, bulky, plump, swell; adj. large, bulky (in: parun-kufal large intestine, etc.; cf. 1652); parukk-en- to be thick, bulky; parukkai becoming bulky; paruppu thickness, large- ness; parumam thickness, bulkiness, largeness; parumai thickness, bulkiness, corpulence, greatness; seriousness, importance, gravity; paruval anything large or thick; pararai large trunk of a tree; pari greatness, height; pariya thick, large, big; pariydn a great per- son, a being of great importance; par bulk, size; pari that which is heavy or big, that which is important; man of consequence, weight or importance; (-pp-, -tt-) to be bulky, huge; increase, expand. Ma. paru gross, big: parukka to grow bulky, stout; paruma gross- ness. To. par meen tree with huge trunk. Ke. hari, hariba a mass, multitude; bardu increase, greatness; barda a great person, a virtuous person. Tu, pariya plenty, exceed- ing, much. Te. pambu to increase, grow; pammu to increase; prabbu to increase, extend, flourish, thrive. Konda pabli- (-t-) to hatch (chickens as a fowl); grow in num- bers (as chickens hatched). Kuwi pada 4- (Su.) to grow up, become big, (Isr.) grow, increase; (Su. Isr.) padi ki- to make to grow; (F.) pada-aiyali, (S.) padda Anai to grow. Kur, pardna to grow in number, increase in quantity, grow in size or age, prosper, succeed, thrive. Mait. pathre to grow. DED (S, N) 3277."
3973,197,"Skt.,Te.,Ta.,Ma.,Ka.,To.,Kui,Kuwi",8,15,"Ta. paru coarse, rough; parukkan, parumai roughness, coarseness, grossness. Ma. parukku rough surface; (Tiyya) paruk- kuva to make rough; parupara roughly, harshly; paruparukka to be rough, harsh; paruparuppu roughness, harshness. Ka. patige, parparike, papparike roughness (of surface), harshness, rough manners. Te. baraka rough; barusu rough, coarse, rude, brutal; roughness, rudeness; parusamu, parusana harshness, cruelty; parusapu hard, harsh; berasu cruel, rough, not fine. Kol (Pat., p. 115) bargafe rough. Konda baRka roughness; rough. /? Cf. Skt. parusa- rough, hard, harsh. DED (S, N) 3278. _ 3974 Ta. paru pimple, pustule, boil; parukk- en- to blister. Ma. paru boil, ulcer. To. pop [354] parukkai boil. Kui parngoli sore on lip or tongue. Kuwi (Isr.) baresi pimple. DEDS 629, from DED 3277."
3975,197,"Tu.,Ta.,Ma.",3,9,"Ta. paruku (paruki-) to drink, eat, devour, enjoy; parukal drinking, liquid food; parukku (parukki-) to cause to drink. Ma. parukuka to drink, sip, nibbic; kiss, enjoy. Tu. parpini to drink, sip; take food (as a Pariah); parpavuni to cause to drink; par- pata drinking; parpele drunkard; paruvely food, meal (as of a Pariah). / 2? Cf. Mar. parguné a meal, feast. DED(S) 3279."
3976,197,"Te.,Ta.,To.,Kod.,Go.,Kui,Kuwi",7,8,"Ta. parutti Indian cotton plant, Gossypium herbaceum; cotton; param cotton plant. Ma, parutti cotton. To. pasty wick. Ka, parti, parti, patti cotton in the pod, cotton in general. Kod. parati cotton cloth. Tt. parti cotton. Te. p(rjatti id. Go. (Ko.) part id. (Voc. 2138). Kui parti id. Kuwi (Su.) pratti, (Isr.) parti, (F.) parti id) DED (S, N) 3280."
3977,197,"Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Go.",8,19,"Ta. paruntu common kite; (Tinn.) perintu, (CTD) perandu vulture. Ma. paruntu, parantu kite, Accipiter nists. Ko. pad kite. To. paQ bird of prey (including kite, eagle, vulture). Ka. pardu, paddu kite, hawk, falcon, vulture. Kod. paddi eagle, vulture, kite. Te. panta-gadda_ vulture, cagle; (B.) bandu vulture; ra-bandu eagle, (K.) vulture (? ra- < raja king, ie. big). Go. (SR.) riya! vulture (Voce. 3025; ? borrowing from Te. r&-bandu). DED(S, N) 3281."
3978,197,"Te.,Ta.,Ka.",3,9,"Ta. paruppu soft or inner Kernel of beans, almonds, etc., Kernel of Cajanus indicus (dal). Ma, patippu peas, pulse skinned in water, halved and dried; kernel of corn. Ka. pappu split pulse of any kind, split almonds, etc. Te. pappu split pulse, dal, kernels of. any kind freed from the shell."
3979,197,"Ta.,Ma.",2,2,Ta. parumal yardarm. Ma. parima- ram yard of a ship. DED 3283.
3980,197,"Malt.,Te.,Ko.,Kui",4,8,"Ko. par par in- (id-) (country, na-+r) becomes a little light before dawn. Kea. pare to dawn. Te. pardgu to shine. Kui pari inba to dawn, break (dawn); 1. early dawn. Malt. parce to shine brightly, be seen clearly, DED 3284."
3981,197,"Tu.,Ka.,Go.",3,9,"Ka. pare coat of an onion, film on the eye, slough of a snake, web of a spider, lamina, dry scab, dandruff; pari spider’s web. Tu. paré cataract or web on the eye. Go. (Ko.) barka membrane (Voc. 2505). Cf."
3982,197,"Malt.,Mand.,Te.,Ta.,Pa.,Go.,Kui,Pe.,Kur.",9,11,"Ta. parukkai, porukku single grain of boiled rice; perukkal rice; poruku boiled rice. Te. pralu rice. Nk. /Ch.) perku (pl.) husked rice. Pa. peruk (pl. perkul) id. Go. (Tr.) par@k husked rice, kutki, etc.; (Ch.) parek husked (of rice); (Ph.) paraik, (W.) paraik, (A. Y.) perek husked rice; (SR.) pere, (S.) pariku rice; (Mu.) parem (pl. parek) grain baraxnd [355] para (of rice, etc.) (Voce. 2135). Konda per(u) (pl. perku) husked rice. Pe. preyi id: Mand. preyi id. Kui prau rice, husked paddy; prama a grain of boiled rice; koruvrau, kdruvau flaked rice (-p- > -y- in cpd.). DED(S) 3286. _ 3983 Kur. baraxnid to snore. Malt. barge id. DED 3287."
3984,197,"Malt.,Mand.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Ga.,Go.,Kui,Kuwi,Kol.,Kur.",16,20,"To. par par side by side; par pair (in songs; e.g. pax aes foes a pair of house en- trances). Kod. para side (e.g. appara that side, ké-kié para castern side). ? Cf. 4541 Ta. poru, DEDS 630. 3985 Kui parpi_ hornet. Kuwi (F.) prari {ie prati) wasp; (Isr.) parri a wild bee. DEDS 3986 (a) Ta. pal tooth; pallan man with long or large teeth; palli woman with long or large teeth; a kind of harrow; palaki a kind of harrow; paluku harrowing. Ma. pal, pallu tooth; pailan one who has large or peculiar teeth. Ko. pal tooth. To. pas id. Ka. pal id; palla elephant; halive, halaku, halike, halube, haluve a toothed harrow. Kod. palli tooth. Tu. paru animal’s tooth. Te. palu, pallu (pl. pandlu), pannu (back-formation from pl.) tooth; (VPK) palugu blade of pickaxe, crow- bar, etc.; (Sank.) palu-gorru a kind of harrow (gorru harrow, drill-plough). Kol. pal tooth, esp. front tooth. Vk. pal tooth. Vk. (Ch.} pal (p/. -ku/-gu) id. Pa, pel id. Ga. (Olt) pal id., sharp edge (usually pl.); (S.) pall (pL palkil) tooth. Go. (Tr. W. Mu. etc.) pal id.; (Ph.) pal, val id. (Voc. 2159). Konda pal id. Mand. pal (pl. -ke) id. Kui padu (pl. patka), palu (pl. palka) id. Kuwi (E.) palla (pl palka), (S.) pallu, (Su. P.) pallu (pl. palka), (Isr.) palu (pl. palka) id. Kur. pall id. Malt. palu the teeth. DED(S) 3288. (5) Tu. parkad(d)i toothpick. Te. (K.) palugarra toothstick. Pa, perkal, perkela twig used as a toothbrush. Ga. (8.3) palkara toothbrush. Go. (G. Mu. Ko.) parkal, (Ph.) palkar, (Ma.) pelkiag toothtwig ("
3987,197,"Malt.,Te.,Ta.,Ma.,To.",5,14,"Ta. pala many, several, diverse; palar many or several persons, assembly, society; pallar Many persons; panmai plurality, multitude; pal many (OTa., only in cpds., e.g. pal-kalum many times, often, pan-malai many hills; Zvelebil 1977, p.63). Ma. pala many, several, various. To. pes a large number, many. Ka, pala, palavu much, many, several, various; palar, palambar, palavar several persons; palarme several times. Te. palu many, several, various, different ;paluvuru, paluvundru many persons. Malt. palware to be multiplied, be bred; palwatre to breed, rear. DED 3289."
3988,197,"Skt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Pa.,Ga.,Kuwi",12,22,"Ta. palavu, pala, pila jack-tree, Artocarpus integrifolia. Ma. pilavu, plavu id.; pla-kkayi jack-fruit. Ko. palasv jack- fruit. To. pasof id. Ka. panasa, palasa, palasu id. Kod. palaci id. Tu. pila, pela A. integri- folia; ? peja A. pubescens, wild jack. Kor. (T.) halta mara jackfruit tree. Te. panasa jack-fruit. Pa. penac id. Ga. (OML) panis id. Kuwi (F.) parha, (S) panha, (Isr.) panha id. /Cf. Skt. panasa-, palasa-, phanasa-, phalasa- id.; Turner, CDIAL, no. 7781. DED 3989 Ka, (Hal.) halu thinned. Te. paluca thin, not thick (applied to a solid or a liquid), tare, not dense, not close, sparse; light, slight, contemptible; palucana thinness, etc. Konda alsa fin fof jiquid); palsay thinly, sparsely. ur. pelpel@ very thin, transparent. D (N) 634. P P EDS"
3990,197,"Malt.,Skt.,Te.,Pa.,Kuwi,Kur.",6,11,"Te. palupu halter for cattle. Konda (BB) palpu rope attaching bullock to plough. Kuwi (F.) palpt straw rope. /Cf. Skt. (lex.) palapa- halter, rope. DEDS 635. 3991 Kur. palkna to cut lengthwise, split, crack (the earth, a wall), chap (the hands, etc.). Malt. palke to cut up (as fruit or vegetable). ? Pa. palva split piece of wood. DED 3291. 3992 Kur. palxanja, (Hahn also) parxanja cucumber. Malt. palangje id. DED 3292."
3994,197,"Skt.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Go.",9,16,"Ta. palli wall-lizard, Lacerta gecko, Ma. palli house-lizard, L. gecko. Ko. e-paj small wall-lizard. To. pasy lizard. Ka. palli small house-lizard, L. gecko, Kod. palli lizard. Tu, palli house-lizard. Te. palli, balli lizard. Go. (Y.) pal lizard; (Ko.) bal dok(k)e house lizard (Voe. 2160). Konda bali tondo house-lizard (fondo chameleon). /ce. Skt. palli-, pallika- lizard, Mar. palli, pal id; Turner, CDIAL, no. 7973. DED(S) 3294,"
3995,197,"Tu.,Te.,Pa.",3,3,"Tu. pallé spleen. Te. balla enlarge- ment of the spleen. Pa. bella spleen. Kuwt (P.) baila, (F.) bella, (T.) bela id. DEDS 636."
3996,197,"Te.,Ka.,Pa.,Ga.,Kui,Kuwi,Pe.",7,9,"Pa. palla, pala seedlings. Ga. (S.7) palle rice seedling. Konda pala (pl. palen) Seedlings for transplantation. Pe. para seedling. Kui plaha id. Kuwi (Su. Isr.) pala, (T.) pala rice seedling. /Cf. Halbi pala seedling, and Tumer, CDJAL, no. 7969, pallava-. DEDS (N) 640. eo Ka. bavara battle, war. Te. bavaramu id."
3998,197,"Malt.,Mand.,Skt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Go.,Kui,Kuwi,Pe.,Kur.",16,28,"Ta. pavayam, pavalam, palakam red coral. Ma. pavagam, paviram coral. Ka. pavala id. Kod. paluva, pavva id. Tu. pakala, pakala, pavala, pavala id. Te. pagadamu, pavadamu id. Kuwt (S.) pagnelu id. / Cf. Skt. pravala-, pravada- id.; Turner, CDIAL, no. 8794. DED 3999 Ta, paga old; paracu that which is old or damaged by time; param very aged person; paramai, pagaimai oldness, antiquity, that which is ancient, that which is old- fashioned, what is obsolete, old saying, long- established intimacy, décay from age, ancient paraku history, long-established custom; pagaitu, paraiyatu that which is old; paraiya old; paraiyar the ancients; pazaku (pagaki-) to be old; parutu anything rotten, state of being a corpse; pantu, panfai antiquity, former time. Ma. para old; parama oldness, old age, old times, acquaintance with customs, history; pagaya ancient, stale; pagavan old man, ancestor; pagakuka to grow old, be worn out, delay; parakkam oldness, delay; pantu antiquity. Ko. pay- (before vowel), pa- (before consonant) old; payd that which is old, which is of old, that was here always up to now. To. pa-w, pa-- (before con- sonants) old; paefn old (of things); pory stink of a corpse (or with 4312 Ta. pugu). Ka. paga, pare old, worn-out, ancient; pagatu that is old, worn out, faded or decayed; parasu to become old or worn out, decay, go to ruin, be spoiled; pageyam old man. Kod. pale old, old-fashioned (of a person); pale-di an old thing; palafijolli old saying; pandi antiquity, years past, for"
4000,198,"Ta.,Ma.,Ka.,To.,Ko.",5,13,"Ta. paraku (paraki-) to practise, become initiated; become acquainted, be familiar; become fitted, tempered, whole- some (as a utensil or tool), become broken or trained (as an animal); pagakku (pagakki-) to train, domesticate; pagakkam training, exercise, use, habit, practice, custom; tame- ness, domesticity; pugafiku (pugafiki-) to- practise, exercise, -put to use; be conversant or acquainted, associate with; pugakkam familiarity, practice, use. Ma. pagakuka to be accustomed, acquainted; pagakkam long habit, acquaintance, experience; pagakkuka to practise anything, inure oneself to. Ko. palg- (palgy-) to become tame, become [356] : pagu used to a person’s ways, become amenable to suggestion for sexual intercourse; palk- (palky-) to tame; palkm (od/. palkt-) being on intimate terms; polgg- (polggy-) to be on intimate terms with, have interdining inter- course with. To. pa+g- (pa-gy-) to use (things, path); pa-k path, track. Ka. pagaka use, practice, habit, custom; pagagu to become used to, be trained; be in use; pagakisu, paragisu to accustom, make familiar by use, train; practise; use. From DED(N) 3296."
4001,198,"Te.,Ma.,Ka.,To.,Ko.,Kod.,Go.,Kur.",8,19,"Ko. patpatn (tears are shed) in abundance. -? Ka. para, pagapaga sound in imitation of the rattling or pattering of the fall of loose or single things, as of hail-stones; paraparane with the repeated sound para; pala, palapala sound of rain or tears falling in big drops, of fruits falling in numbers when shaking a tree, of leaves agitated by wind; palapalane with the repeated sound pala. DEN 56. 4002 Ta, pari (-pp-, -tt-) to blame, censure, ridicule, revile, slander; #. blame, ridicule, slander, fault, sin, revenge; pagicai scorn; parippu scorn, blame, guilt, defect; pagutu defect, fault. Ma. pari fault, false accusation, deadly vengeance; pagikka to scold, blame, abuse. Ko. palc- (palc-) to abuse; paly retribu- tion; apr/lyk ipr/lyk onom. of scolding (as in; apryke- ipryke- (id)r mancuko- he scolded vigorously); ? payas¢ woman who has casual sexual intercourse. To. pa-k- (pa-ky-) to abuse. Ka. pagi to revile, scold, rebuke, scorn, upbraid, deride; 7. (also parivu) blame, rebuke, fault, guilt. Kod. pali (paltv-, paliiij-), pale- (palev-, paland-) to speak ill of; ? palame talk, gossip. Te. prayi blame; (K.) prabbu to abuse, blame, censure; 7. blame. Kur. payagnd (pargyas) to talk against one, detract, slander, tun one down, ? Cf. 4060 Go. pask-. DED(S, N) 3297."
4003,198,"Malt.,Mand.,Skt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Pa.,Ga.,Kuwi,Pe.,Kol.,Kur.",17,36,"Ta. pagiccu (paricci-) to praise, worship, bless, announce, tell; 7. praise, adoration. ?Ko. pard- (payd-/pardy-), ard- (ayd-/ardy-) to tell; paykm (obi. paykt-) a story; pasc- (pa+c-) (pair word with pare- to pray; see 3951). ? To. 68t- (G5ty-) to say, tell (story, lament) (or with 4430 Ta. p&cu); pa-ym (obi. pa-yt-) story of actual event. DED(S) 3298. 4004 7a. paxu (-pp-, -tt-) to ripen (as fruits, grain), grow mature, arrive at perfection (as in knowledge, piety), become old, come to a head (as a boil), change colour by age, become pate or yellowish (as the body by disease), become flexible, pliant; 7. (also paruppu) ripeness, yellowness (of fruits), leaf turned yellow with age; pagunu (paguni-), parunu (paguni-) to grow ripe, become mellow, mature, be full or perfect; pagam ripe fruit; pantam fruit. Ma. pagukka to grow ripe, become well-tempered, suppurate, decay; n. fruit put to ripen; paguppu ripening of fruit; paguppikka to ripen artificially; pagam ripe fruit, ripe plantains. Jr. pammu, paemu paru [357] ripe fruit. Ko. parv- (pard-) (fruits) become ripe, (boil, sore) opens; pan fruit. To. poSf- (post-) to ripen; pum, (in song) pan fruit; po-sf- (posst-) to yield fruit, (fruit) ripens. Ka. pan to be produced (ripe fruit); ». (also pannu) ripe fruit, ripeness. Kod. panni fruit. Tu. palkuni, palkuni to be very soft (as an overripe fruit), be pliant, flexible; parnduni to be ripe, mature, (hair) turns grey; parnda- vuni to ripen (¢r.); parndy ripeness, ripe fruit, ripe pl"
4005,198,"Te.,Ta.,Ka.,Kuwi,Pe.",5,9,"Ta. pagu rib, side of the body. Ka. (PCV) paxke rib. Te. prakka side, part, quarter, direction. Konda parka side; parka dumu rib (dumu bone). Pe. parka side (as of river). Kuwi (Su. F.) parka, ([sr.) parka/praka armpit. /There has been convergence with loans from MIA pakkha- (DBJA 233a); cf. esp. Te. DEDS 637."
4006,198,"Te.,Ta.,Ma.,Ka.",4,6,"Ta. paguvam forest. Ma. paruvam id. Ka. paru, paruva forest, jungle. Te. (DCV) paduva forest. DED(S) 3300."
4007,198,"Te.,Ta.,Ka.,To.,Ko.",5,10,"Ko. pak act of lying down, act of lying down and chewing cud; pak var- to lie down and chew cud (par- to lie); pak me+ki-- to rise up from chewing cud. To. oky sleeping- place, bedding (< Badaga). Ka. parke, pakke lying down, reposing; place for reposing, dormitory; cow-pen or herd of kine; hakke place for reposing, bed..7u. parké bedding; Pallam sleep, rest. Te. pakka bed, bedding. Cf. 3852 Ta. patu. DED(S) 3301."
4011,198,"Tu.,Ka.",2,7,"Ka. palaiku, paluniku, palaficu to touch with force, strike or dash against, push. Tu. palenkuni to upset, overturn. DED 3302."
4012,198,"Tu.,Te.,Ta.,Ma.,Ka.",5,14,"Ta. palapala (-pp-, -tt-) to glitter, shine (as hair well-oiled, a surface well- polished); palapalappu glittering, lustre; pala- palav-enal expr. signifying glittering; palicc- enal expr. signifying flashing, shining; palir- enal expr. signifying gleaming, flashing. Ma. palapala gleaming (with minnuka to shine); palunfuka to glitter. Ka. palakane, palacane, palaccane, palafice with a glitter, with pure brightness, with a flash; brightness, pureness, etc.; halacige flash, glitter, shine; (Gowda) pallange completely dawning. Tu. pallena light, shine; (B-K.} palapala term to indicate glittering. Te. palapala glitteringly; ? paluka, palukana paleness, whiteness. DED(S) 3303."
4013,198,"Te.,Ta.,Ma.,Ka.",4,5,"Ta. pala-palav-enal expr. signifying bursting sound; palir-enal expr. signifying cracking, crashing, clanging. Ma. palapala cracking, popping. Ka. palak sound produced when an earthen vessel with water breaks. Te. palapala cracklingly. DED 3304."
4014,198,"Tu.,Te.,Ta.,Ma.",4,8,"Ta. palappam, valappam a kind of soft stone used to write on wooden boards. Ma. valappam a sort of chalk. Ka, balipa, balaha a whitish pot-stone, Lapis allaris, frequently used (as a substitute for slate pencil, etc.) in writing. Tu. balapu, balavu potstone, glimmer, slate. Te. balapamu slate; balapapu pulla slate pencil. DED 3305."
4015,198,"Ta.,Ma.,Kui",3,7,"Ta. patku (palki-), parku (parki-) to cower, crouch. Ma. palufinuka to cower, stoop. Konda (BB) parg- (-it-) (tiger) to crouch. Kui palga (palgi-) to bend forwards, stoop down. DED(S) 3306."
