entry_id,page,languages,n_languages,n_forms,raw_text
45,276,"Mand.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Ga.,Go.,Kui,Kuwi",12,19,"Ta. tonnai cup made of plantain or other leaf. Ma. donna cup made out of a leaf, for brahmans to drink pepper-water, etc. Ka. donne, jonne leaf-cup. Tu. donné cup made of plantain leaves, etc. Te. donne cup made of leaves. Ga. (S.2) dona leaf-cup. Go. (A.) dona id. (Voc. 1613). Konda done id. Mand. duna id. Kui dono, (P.) doho id.; doo balance word in kali doo leaf-cup. Kuwi (F) dunno, (Su.) dono id.; (Ist.) fono cup-like container made of leaves. / Turner, CDIAL, no. 6641, drona- (e.g. H. dona, Mar. dona leaf-cup). DED(S) 2913. 46 Ta, pacantu elegance, beauty, attractive- ness, fineness. Ko. paecan, pa-cand beauty; pa-canasc good-tempered woman; pa-can gey- to have pleasurable sexual intercourse. To. poscaen beauty; beautiful. Ka. pasandu approved, agrecable, comely, pleasing; agree- ing to. Tu. pasandu, pasantu, (B-K.) pasando comely, handsome, pleasing, nice. Te pasandu excellent, beautiful, nice, agreeable, approved. /H. pasand approved, pleasing; approving ’ (< Pers.). DED 3338 [DEDR 4054]."
47,23,"Skt.,Tu.,Ta.,Ma.,Ka.,Ko.,Kod.",7,20,"Ta. accu mould, type. Ma. accu id. Ko. ac mould for casting iron. Ka. accu mould, impression, sign, type, stamp. Kod. acci cake of jaggery sugar with hollow in middle (formed in a mould). Tu. acci form, model, Te, accu stamp, impression, print, mould, /2 Cf. Turner, CDIAL, no. 13096, Skt. saneaka-, Panj. safica, sacca mould; Burrow 1967.41. DED(S, N) 44."
48,276,"Skt.,Te.,Pa.,Go.",4,6,"Te. padisemu a cold, catarth. Pa. pad- com id. Go. (A.) parsa id.; (Ma.) parsek a bad cold; (Ko.) porsa rheum of nose; (L.) ° parsd, parsum a cold (Voc. 2156); (ASu.) parsan cold. /Turner, CDIAL, no 8604, Skt. pratisyaya-, Mar. padsé cold in the head. DED (S) 3189."
49,276,"Pkt.,Tu.,Te.,Ka.,Pa.,Go.,Kuwi,Pe.",8,11,"Ka. (PBh.) panige, (Kitt.) hanige, anige comb. Tu. pannya id. Te. panne id. Pa. pendeda id. Go. (A.) pedeya, (G.) pariya, periya, (SR.) pariyd, (Mu.) pariya, pareya, (Ph.) paniya, (Ma.) panya id.; (L.) padana, - padiyana to comb (Voc. 2150); (ASu.) paniya, pariya comb. Konda pane id. Pe. paniya, peniya id. Kuwi (Su. Isr.) paniya id. /Prob. < IA; cf. Pkt. phanaga-, phaniha- comb, Mar. phani id. DED(S, N) 3607."
50,276,"Pkt.,Skt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Ga.,Kuwi,Kol.",12,25,"Ta. panti cart, waggon, carriage; vanti id., cartload; vantil cart, carriage, bandy, wheel; panti cart with a top, bullock cart; pantil two-wheeled cart, horse-drawn chariot. Ma. vanti, vantil wheel, cart, bandy. Ko. vandy cart. To. pody bullock-cart. Ka. bandi bandy, cart, carriage, wheel. Tu. bandi, bhandi cart. Te. bandi carriage, cart, any wheeled conveyance. Kol. bandi bullock-cart for freight. Ga. (P. S.2) bandi cart. Kuwi (Su. Isr.) bandi id. /Skt. (Hem. Uy. 608) bhandi-, Pkt. bhandi-, bhandid-, Mar. badi, Or. bandi. Ultimately from Skt. bhanda- goods, wares, as carrying these; for an IE etymology for bhinda-, see Burrow, BSOAS 34.545~-6. DED(S) 3219."
51,23,"Mand.,Te.,Ta.,Ma.,Ka.,Go.,Kui,Pe.,Kur.",9,19,"Go. (W.) assina, (Mu. S.K.M.) as- to buy; (Ma.) as- to take, buy (Voc. 103). Konda as- (t-) to catch, hold, grasp. Pe. ah- fast-) to seize, take hold of. Mand. ah- (-t-) to ‘seize, catch. Kui ahpa (aht-) to hold, seize, take, accept, capture, contain; m. grasp, acceptance, capture, seizure, ‘Kuwi (F.) assali to hold, catch (cf. assali to fit. s.v. 43 Ta. acai); (S.) ah’nai to seize, hold; (Su. P.) ah- (ast-) to seize, take hold of. DED(S) 48. 52 Kur. assglara a caterpillar found on the sal-tree leaves (its contact causes swelling and fever). Malt, asgalo a caterpillar the touch of whose hair causes painful irritation. Cf. 43 Ta. acai. DED 49. 53 Ka, ajja time or circumstance favourable for the purpose, opportunity. Te. ajja oppor- tunity. DED 275. 54 Ta, afical relay, resting place on a journey, letter post; afici letter post. Ma. afical id. Ka. afice a postal road, stage, relay, the post. Tu, afical the post; aficidaye post- man. Te. ance, anciya post, a relay of horses, palanquin-bearers, letter-carriers, etc. DED 50."
52,276,"Pkt.,Skt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Kuwi,Pe.",12,21,"Ka. mayana, ména_ bee’s-wax, gum, resin. Tu. mayana wax. Te. mainamu id. Kol me-nam id. Nk. ménam id. Konda ménam id. Kuwi (Ist.) ména id. /Turner, CDIAL, no. 9778, Skt. madana-, Pkt. mayana-, Mar. men. DED 3853. 53(a) Ta. maittunan, maccunan brother of one’s wife or husband, son of one’s maternal uncle or paternal aunt, sister’s husband; maittuni wife’s sister, daughter of one’s maternal uncle or paternal aunt, brother’s wife; maccinan wife’s brother, sister’s husband, son of maternal uncle or paternal aunt; maccini, maccinacci, mac- cinicci sister-in-law; maccampi elder sister’s husband, maternal uncle’s son, paternal aunt’s son, husband’s elder brother; macc- an{ar husband’s elder brother; maccAvi elder brother’s wife; maccal, macci wife’s sister, daughter of one’s paternal aunt or maternal uncle; maccan wife’s brother, sister’s husband, son of maternal uncle or paternal aunt; maccunamai relationship of brother-in-law; matini elder brother’s wife, etc.; ? maintan son, young man, young of animal or reptile, disciple, pupil, man, strong man, hero, husband. Ma. maccunan, macci- nan son of mother’s brother or of father’s sister; macctnicci daughter of mother’s brother or of father’s sister, regarded as the proper bride for her cousin; ? maintan boy, son. Ko. macin brother-in-law (rarely used). To. mociny cross-cousin. Ka, may(i)duna, may(i)da, maydana a connexion, friend or husband; sister’s husband, husband’s brother, wife’s brother, brother’s son in relation to sister’s son."
54,276,"Pkt.,Te.,Ta.,Ka.",4,9,"Ta. iratti, retti name of a Telugu caste of cultivators. Ka. raddi, reddi Reddi, a petty baron, title of a caste of Telugu cultivators. Te. red(d)i, rad(d)i name of a certain caste; headman of a village. /Turner, CDIAL, nos. 10722 rastrakiitta-, 10724 rastrin-, rastrika-, Pali ratfhika-, Pkt. ra¢fhiya-; Su. 1973, p. 145; Te. Inscr.? s.vv. raftadi, raddi. DED 4241."
55,23,"Skt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Go.,Kui,Kuwi,Br.",12,19,"Ta. aficu (afici-) to fear, dread; n. fear, terror; aficikkai (coll.) fear; afici fear; accu id.; accam id., dread, terror. Ma. aficuka to fear, despair; afical, accam awe, fear. Ko. anj- (anj-) to fear; anjalk fear; anjrce- (anjre-) to terrify. To. 0%- (oj-) to. fear; ok, ojky fear; ojurt- (ojurty-) to terrify. (*urt- to cause - to be, cf. 710 Ta. uguttu). Ka. afiju to fear, be afraid; afijike fear; afijisu to frighten. Tu. afijuni, afijiyuni to fear; afijike, anjigé fear, alarm, fright. Te. anju to fear, be alarmed; anjika fear, apprehension. Kui aja (aji-) to fear; m. fear, dread; aska (aski-) pl. action; aji fear, terror; ajanjapa, ajansapa danger, peril, terror; aspa (ast-) to cause to fear. Kuwi (F.) ajjali to fear; ajji fear; (S.) ajinai to fear. Br. hijing, hijénging to be scared, ‘startled. DED 51. 56 Ga, (S.) anj- to climb. Go. (D.G. Mu.) any: id., (Mu, also) fo ride on shoulder; (Mu.) ansu anjih- to take on the shoulder (Voe. 23). DEDS 10. 57 Ta, ansu selvage, edge of a cloth (< Te.). To, oc edge, bank of river, border of thicket. Ka, aiicu edge, brim, boundary, bank, shore, selvage, border, skirt. Te. ancu skirt, border or selvage of cloth, edge (of sword, etc.), shore, brim. /Cf. Skt. aficala- edge or border of a garment. DED 52."
57,276,"Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.",7,11,"Ta. val tail; vilam id., hair of head. Ma. val tail, what is tail-like, train. Ko. vaelm (obl va-im- va+lt-) tail. To. poesm (Obl. po-st-) id. Ka. bala id., long hair. Kod. ba+li tail, spout of cup. Te. valamu_ tail, hair; valfdi without a tail, tailless / Turner, CDIAL, no. 11572, vala- tail, hair, vaira- tail. DED(S) 4394."
58,23,"Malt.,Pkt.,Ta.,Ma.,Pa.,Kur.",6,8,"Ta. afifiai mother; annai, tannai mother, elder sister; emm-anai our mother; tamm- anai mother. Ma. anna id. Pa. afifia father’s sister. /Cf. Pkt. (ONM 1.51) anni- father’s sister. DED (S) 53. 59 Ta, ataku greens, edible leaves; atai leaf, betel leaf, greens. Ma. ata leaf, betel. Kur. arxa any leguminous plant or eatable greens; arxa-céxel the vegetable kingdom, plants in general (for céxel, see 2789). /Cf. Pkt. daga-, daya- edible green vegetables (A. Master, PK. Gode Commemorative Volume 262). DED(S, N) 54. 60 Ka, adagu, adabala flesh, meat. Malt. arage curry made of meat, fish, or vegetable. $12. 61 Tu, adakuni to throw, cast out, dis- charge (as a gun). Je. adarincu, adarucu to discharge, shoot (asan arrow or other missile). DEDS 13."
59,277,"Tu.,Te.,Ta.,Ka.,To.",5,9,"Ta. viyacciyam, viyajjiyam lawsuit, dispute. To. pe+j dispute taken to tribal council or to lawcourt. Ka. vyajya lawsuit, dispute; (Badaga) be-je id. Tu. vyajya id. Te. vyajyemu, vyajyamu id. /Skt. vyaja- deception, fraud."
60,277,"Te.,Ta.,Ka.,Kol.",4,7,"Ta. viyam seed; rice. Ka. biya rice when cleaned from the husk, food. Te. biyyamu seeds or grains of Oryza sativa without husks, paddy deprived of the husk, rice. Kol. bieam (pl. bi«al) rice. / Turner, CDIAL, no. 9250, bija- seed, H. bia, biya, Mar. bi, bi; with change of meaning in the Dr. languages (‘unhusked seed’ > ‘husked grain or rice’). DED 4485."
61,277,"Manda,Ta.,Ko.,Kui,Kuwi",5,8,"Ta. betta, bettu, bettédu a hand- breadth, measure of four finger-breadths. Pa, bitta a span. ? Ko. vet breadth of four fingers. / Turner, CDIAL, no. 11721, vitasti- span, H. bitta. DED 4515. INDEXES Order of languages Dravidian Pali Tamil Prakrit Malayalam | Apabhramsa Irula ‘Dravidian Prakrit’ Palu Kurumba Marathi Alu Kurumba Old Marathi Betta Kuruba Konkani Kota Hindi-Urdu Toda Nepali Kannada Bengali Badaga Assamese Kodagu Oriya Tulu Maithili Belari Halbi Koraga Panjabi-Lahnda Telugu Gujarati Kolami Sindhi Naikti Singhalese Naiki of Chanda Bashkarik Parji References to Turner, CDIAL Gadba Gondi Munda Konda Santali Pengo Mundari Manda Gutob Kui Savara Kuwi Kurux Other languages Malto Nahali Brahui Baluchi Pashto Indo-Aryan Persian Sanskrit Arabic Jaina Sanskrit Greek Buddhist Hybrid Sanskrit Hobson-Jobson The order of the Devanagari alphabet has been followed in the indexes for the Indo-Aryan languages. The four literary Dravidian languages, Tamil, Malayalam Kannada, Telugu, have alphabets whose order is similar to that of the Devanagart; at the beginning of each of these indexes there is an indication of how the extra letters at the end of the alphabet are ordered. In the entries of the dictionary dialect material has been quoted for these languages, especially for Tamil and Kannada, with an indication of dialect occurrence and sources. In the indexes such material is incorporated without indication that it is dialectal, except that Badaga material is listed separately at "
62,23,"Malt.,Pkt.,Tu.,Te.,Ta.,Ma.,Ka.,Kod.,Kui,Kol.,Kur.",11,22,"Ma. atakka-maniyan Sphaeranthus indi- cus (maniyan a kind of paddy). Ka. adike-kasa a low annual plant growing in ricefields. S. indicus Lin. (kasa weed); adika-bage-gida a climbing herb, Cucumis pubescens Willd. Tu, adake-bare C. pubescens. DED 55. 63 Ta, atahku (atanki-) to submit, be subdued, be compressed, cease, disappear, be comprised, settle, subside, sleep; atakku (atakki-) to control, repress, hide, conceal, bury; afakkam submission, patience, repose, etc. Ma. atatinuka to be pressed down, en- closed, contained, submit, yield, be allayed, calmed; afakkuka to press down, subdue, swallow, allay, quiet; atakkam being con- tained; all, whole; self-control, modesty, secrecy. Ko, arg- (argy-) to stop, be obedient; ark- (arky-) to cause to stop; arkatm obedience; atkm (0d/. arkt-) act of making submit, burial. To, odg- (odgy-) to be quiet, find sleeping accommodation in a crowded place; ork- (orky-) to subdue, give sleeping accom- modation in a crowded place; odkm (obi. odkt-) ‘submission, burial. Ka. adafigu, adagu to hide, be concealed, disappear, cease, be quenched, be appeased, be humbled, crouch, be contained in; adaku to press, press into narrower compass, pack, subdue, control; adacu to press down, pack, stuff in, be humble, silence, shut as the mouth; adaka pressing into narrow compass, contracting, shrinking, hiding oneself, hiding place, being comprehended or contained in, abridgement; akku to subdue, bring under control; tagudi an ambush, lurking or hiding place."
67,23,"Tu.,Ka.",2,2,Ka. (Hav.) adaru twig; (Bark.) adiri small and thin branch of a tree; (Gowda) adari small branches. Tu. adaru twig.
68,23,"Tu.,Ta.",2,2,"Ta. atal a kind of fish; atalai 2 marine fish. Ma, atava a kind of marine fish. Tu. adaminu a kind of fish; (B-K.) adavu id. DEDS 14."
69,23,"Mand.,Ta.,Ma.,Pe.",4,6,"Pe. atavari chin. Mand. atavari id. DEDS 15. 70 Ta, ata excl. addressed familiarly to an inferior or a child and in contempt to an atapiti [8] atu enemy; ati excl. used in addressing women in a familiar manner; ate excl. of calling. Ma. atanna, fem. ati, hon, ato interj. calling persons of lower rank. Ka, ada ada = Ta. ata, até. Cf. 156(b) Ta. appappa. DED 61."
71,24,"Te.,Ta.,Ka.",3,10,"Ta. atapiti violence (coll.); atavati outrage, violence; atipiti broil, fray, scuffle (loc.). Ma, atapiti violence, outrage, quarrel, ‘uproar; atipiti quarrel, scuffle, affray. Ka. adavudi alarm, confusion, quarrel, riot, fright. Te. (B) adavadi, adavudi confusion, uproar, fright. DED 62."
72,24,"Tu.,Te.,Ta.,Ma.,To.,Ko.,Kod.,Go.",8,26,"Ta. ati foot, footprint, base, bottom, source, origin; atimai slavery, servitude, slave, servant, devotee; afitti, aticci maid- servant; atiyavan, atiyan, atiyon slave, devotee. Ma. ati sole of foot, footstep, measure of foot, bottom, base; atima slavery, slave, feudal dependency; atiyan slave, servant; fem. atiyatti. Ko. ary foot (measure); ac place below; acgar place beneath an object, position after the first in a row; ac mog younger son. To. ory foot. Ka, adi foot, measure of foot, step, pace, base, bottom, under; adime slavery; adiya slave. Kod. adi place below, down. Tu. adi bottom, base; kar adi footsole, footstep; adi kai palm of the hand. Te. adugu foot, footstep, foot- print, step, pace, measure of a foot, bottom, basis; adime slavery, slave, bondman, adiyidu slave, servant; adi-garra sandal, wooden shoe. Ga, (S.2) adugu footstep (< Te.). Go. (G.) adi beneath; (Mu.) adit below; adita lower; arke below; (Ma.) adita, adna lower; (M.) ad(d)ji below, low; (L.) adi down; (Ko.) argi underneath; argita lower (Voc. 33). Konda adgi below, underneath; adgiR@ that which is underneath; adgiRand from below, from the bottom. DED(S) 63."
73,24,"Tu.,Ma.",2,2,Ma. ati sweeping the house; atikka to sweep the ground; atippu sweeping. Tu. adipuni to sweep; adipu sweeping. DED 64.
74,24,"Te.,Ta.,Ka.,Kol.",4,13,"Ta. ati (-pp-, -tt-) to flap, twitch, move spasmodically, blow (as the wind); atuppu fear. Ka. adalu to be shaken, tremble, be afraid; m, tremor, whirling confusion of mind, fear. Te. adalu to be afraid, (K also) tremble, shake; n, fear, alarm; adalincu to terrify, frighten; adici-padu to be in a hurry; adici-patu impatience, hurry, haste. Kol. adg- (adakt-) (pulse, na-di) throbs. DED(S) 65."
75,24,"Tu.,Te.,Ta.,Ma.,Ka.,Kur.",6,6,"Ka. (Gowda) adigera a pot. Tu. addyara earthen jar or pot. Te. atika a small earthen pot with a large mouth. Nk, (Ch.) atka earthen pot. Go, (Tr.) afka earthen pot used for cooking; (G. Mu. Ma. S.) arka cooking pot; (Pat.) adka [i.e. arka] id. (Voc. 25), Kur. ari carthen waterpot. Cf. 76 Ta. atu. DEDS 16."
76,24,"Pkt.,Skt.,Tu.,Ta.,Ma.,Ka.,To.,Ko.,Kui,Kuwi",10,17,"Ta. atu (atuv-, af{-) to cook, roast, fry, boil, melt (¢r.); atukkalai kitchen; aticil, a{ucil boiled rice; afuppu oven, fireplace for cooking, fire in the oven; af¢il kitchen, place for performing sacrificial ceremonies, a{jo oa cake of coarse supar, aff-uppu sall produced by evaporation; ‘fu cooking, boiling, distillation. Ma. atuka to cook; atukkala kitchen; atuppu fireplace, hearth, oven. Ko. ay- (af-) to cook by boiling, bake (pots). To. or- (of-) to cook. Ka, adu (att-) to cook, boil, dress, prepare a meal, mature (tr.); n. cooking; adi, ade cooking; adike, arke, adige, aduge cooking, boiling, etc.; attu to evaporates dry up; 1. the state of being free from moisture; attisu to cause to evaporate by boiling; att-uppu salt pro- duced by evaporation; antarisu to evaporate, as water by boiling; (Hav.) attumbala kitchen. Kod, adigeka+ré cook; fem. adigekarati. Tu. adypini to cook; adi cooked, dressed, pre- pared; adigulu a cook; adigé cooking, distilling; adkala cooking shed, oven; aftfily cooking, meal. Te, adugantu to dry up, become exhausted; att-uppu a kind of salt; atfu a flat thin cake roasted or baked on an iron pan; adasala kitchen, cook-room; atfamu food, fuel. Nk. (Ch.) atay-/atil- to be dried up; atap- to dry up (water); at bread. Go, (Tr.) atfana to cook by boiling; (W.) atana to cook, boil; (A. Y. G. Mu. Ma.) att-, (M. 8. Ko.) at- to cook (Voe. 26); (Tr.) atyar boiling water (Voc. 27); (S-R.) atval cooking-pot; (L.) atuval a cook (Voc, 28). Konda atk- (-t-) to b"
77,24,"Malt.,Mand.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Pa.,Ga.,Kui,Kuwi,Pe.",15,28,"Ta. atu (atuv-, att-) to pound {as rice), kil, destroy, conquer; atu killing, ruining, victory; ati (-pp-, -tt-) to beat, strike, dash against, strike, defeat, overcome, slay, punish; n. blow, stroke; atar (-v-, -nt-) to beat, strike, mould by beating; (-pp-, -tt-) to attack, kill, destroy; ”. troubling, oppressing; thin flat plate of metal, esp. gold; atal killing, murder- ing; atalai battle, trouble, distress; (PR) atarppu attack. Ma. ati blow, stroke; atikka to beat, strike; atippu printing, stamping, coining; aticcal beating; atal a fight; atalar enemies; atar war; afanta a mode of beating time in music. Ko, ayr- (are-) to strike (ball in game); ardary act of quarrelling with blows; arymury gey- (gec-) to win over someone (ace.) in a fight (for mury, see 4922 Ta. muti). Ka. adacu to rap, cuff; adar to pounce upon, rush at (as dogs, etc., do); adaru an attack; adi beating, a blow; ade to strike or throw with finger; ane to strike, push, drive; to strike or propel with the fingers. Kod. adi- (adip-, adic-) (lightning) strikes (song word). Tu. adikai defeated, vanquished; anepuni to push, strike against; darpuni to thrash, beat, strike, break; dartele, darpele a striker, breaker; dartelu breakage, what is broken. Te. aducu to beat, strike, break, destroy; adupu a stroke, blow; adaru (Tikkana; comm. by Velcheru Narayana Rao and Gearpe T.. Hart HI) to fight, do battle, atu kill; atu a blow; dancu, (K. also) dancu to pound, beat, clean grain in a mortar; dangu, (K. also) dafigu"
80,24,"Te.,Ta.,Ma.,To.,Kur.",5,9,"Ta. atukku (atukki-) to pile up one on top of another, heap up in order; n, pile, series, row, tier; atukkam pile, tier, range of mountains, mountain slope; atukkal series, mountain. Ma. atukku row, pile, layer; atukkuka to pile up; atukkam a plain, field. Ko, arg-.(argy-) to be piled up in order; ark- (arky-) to pile up in order; arkm (@bd/. arkt-) piling up in order. To. odg- (odgy-) to be piled up in order; ork- (orky-) to pile. Ka, adaku, aduku to pack, pile as pots, heap up; adakil, adikil piling up, a pile. Kod, adang- (adangi-) to be piled in order, filling space; adak- (adaki-) to heap in order, filling space, to arrange formally. Te. aduku to pile up, arrange in a set or series; m, a series or set of things, a compact pile of articles. ? Cf. 102 Kur. atina. DED 70."
81,24,"Tu.,Ta.,Pa.,Kui",4,13,"Ye. adugu to ask, question, beg, solicit, request, demand. Pa. ad-, (S) adi- to ask, request. Kui japa (jat-) to request a favour, beg, ask, borrow, pray; ”. request, entreaty, act of begging; (for *t : Kuij, see Burrow and Bhattacharya, WJ 5.122). ? Ta. alavu (alavi-) to inquire after one’s health. ? Tu. nattuni to beg, request, apply, beg; caus, nattavuni; nattu, natta begging, beggarly; natta, nattavu a loan, lending. DED(N) 71. adusu , [10] afai"
82,25,"Te.,Ka.",2,11,"Ka. adusu, adalu, adlu, hadlu, adi, ade, afil, atlu mud, clay. Te. adusu mud, mire. DED 72."
83,25,"Malt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Go.,Kui,Kuwi,Pe.,Br.",14,35,"Ta. atai (-pp-, -tt-) to shut, close, obstruct, block (as a passage), stop up, put in, pack, lock, fasten, imprison, conceal; to be obstructed (as the ear, throat); ataiccu (ataicci-) to shut, close; afaippu shutting, closing, fence, obstruction, plug; attam opposition, cross direction, enmity, rivalry; atfi hindrance, obstacle, delay; attan-kal, attanati-kal, attanai-kkal folded legs in sitting cross-legged. Ma. ata a lock; atayuka to be shut, shut up, be enclosed; afavu stoppage, block, obstruction; atekka to shut, obstruct, block up, lock; to be shut, rendered imper- vious; ateppu, atappu obstruction, whatever covers or closes a hole, stopper; afappam, atappan a stopper, cork; ateppikka to cause to lock or shut; attam what is across, trans- verse, thwarting. Ko. arv- (ard-) to become blocked by an obstacle, (throat) becomes choked with. tears; (art-) (door) shuts; to -shut (door, hole), shut up (cattle); ad oblique, slanting, at tight angles, crosswise; ad ad at full length, at right angles; ad vort rising or setting sun; ad mug- to bow to ground before god or godlike person (cf. 5123 Ka. morgu); ad gat- to obstruct, stop. To. arf- (art-) to shut; mirk arf- to spoil one’s voice by shout- ing (lit. choke to the neck); od crosswise, obstructing, prostrate, contour line round a hill; od od fot- to obstruct (lit. lie crosswise); od fid8- to prostrate oneself (lit. fall horizon- tal); od xot- to obstruct; odty limit beyond which one must not go; od@ awkward, ugly. Ka. ade to be"
