word,count,n_source_files
जाेत्यकिचनम्,1,1
गािोऽवप,1,1
त्वामनुगच्छस्त्वन्त,1,1
कनीनां,1,1
कन्यकानां,1,1
भांग्य,1,1
त्वद्भगम्,1,1
व्राताः,1,1
संघात्मकाः,1,1
अश्वसमूहाः,1,1
िस्वावददेिगणाः,1,1
सस्त्वखभािं,1,1
द्योतमाना,1,1
त्वामनुसृत्य,1,1
िीरकमय,1,1
मान्तस्त्व,1,1
अनुसरः,1,1
सियस्य,1,1
मनोजिाः,1,1
मनोिेगाः,1,1
एतवदन्द्रविशेषणम्,1,1
ईदृशस्यास्यश्व,1,1
सामांर्थ्,1,1
मनोिेगः,1,1
हविरंद्य,1,1
अदनं,1,1
स्वावथयको,1,1
हवििाय,1,1
सिेऽवप,1,1
अियंन्त,1,1
प्रथमभािी,1,1
स्वहविष्ट्वेन,1,1
ेत्वन,1,1
आवश्रतिावनत्यथयः,1,1
ईमयऽअन्तासः,1,1
वसवलकऽमध्यमासः,1,1
हंसाःऽइि,1,1
ेश्रवणऽशः,1,1
अज्मम्,1,1
अश्वसमूहुस्तवतद्वारे,1,1
ईररताः,1,1
ररताः,1,1
विरलान्ता,1,1
संसृताः,1,1
संगताः,1,1
मध्यप्र,1,1
देशाः,1,1
वनवबडा,1,1
शरीरैस्यते,1,1
विशेषणे,1,1
ईमय,1,1
ईररतः,1,1
पृथुः,1,1
जघनप्रदेशो,1,1
संसृतः,1,1
संगतः,1,1
संलिो,1,1
मध्यभागो,1,1
पुटत्वात्,1,1
प्रौढपृष्ठाः,1,1
संलिमध्याेश्चत्यथयः,1,1
जघनपुरोभागािपेक्ष्य,1,1
मुपसगो,1,1
इत्याख्यातेन,1,1
संबन्धव,1,1
तव्ः,1,1
विक्रमशीलाः,1,1
अतनशीलाः,1,1
द्यप्य,1,1
मश्वनाम,1,1
तथाप्यश्वशब्दस्य,1,1
ौवगकोऽिगन्तव्ः,1,1
ईदृशा,1,1
एकव्ापाराणां,1,1
ेश्रवणररुच्यत्यते,1,1
शीघ्रधािना,1,1
क्तीभू,1,1
ंत्न,1,1
ियन्तस्त्व,1,1
हंसाइि,1,1
ेश्रणीभूताः,1,1
ुक्तरूपाः,1,1
सन्तः,1,1
अंज्म,1,1
गंन्तव्,1,1
मागयम्,1,1
ुिस्त्व,1,1
मन्त्रो,1,1
ेास्कनैिं,1,1
व्ाख्यातः,1,1
ईमायन्ताः,1,1
समीररतान्ताः,1,1
पृथ्वन्ता,1,1
संसृतमध्यमाः,1,1
शीषयमध्यमा,1,1
दनुशेते,1,1
भूतावन,1,1
चैषां,1,1
इदमपीतरच्छस्त्वर,1,1
एतस्मादेि,1,1
समावश्रताेन्यतवदन्द्रस्त्व,1,1
ावण,1,1
शूरणासो,1,1
वदव्ासो,1,1
शितेगयवतकमयणो,1,1
वदव्ा,1,1
वदविजा,1,1
अत्या,1,1
अतनाः,1,1
ेश्रवणशो,1,1
हेयन्त्यध्वन्तर्घ्ानम्,1,1
ेश्रवणः,1,1
समावश्रता,1,1
दावक्षषु,1,1
यदापुवदयव्मज्ममजवनमावजमश्वाः,1,1
वचत्तम्,1,1
िातःऽइि,1,1
ङ्गावण,1,1
विऽस्स्त्वथता,1,1
पुरुऽत्रा,1,1
व्ाप्तवमत्यथयः,1,1
िातइि,1,1
शीघ्रगमनिा,1,1
ुररि,1,1
तच्छद्वीघ्रगमनानुकू,1,1
लवमत्यथयः,1,1
शृङ्गावण,1,1
वनगयताः,1,1
शृङ्गस्थानी,1,1
पुरुषु,1,1
प्रदेशेषु,1,1
विवष्ठता,1,1
विवष्ठतावन,1,1
विविधं,1,1
स्स्त्वथताः,1,1
मनोहरावण,1,1
यमाणावन,1,1
एिंभूताः,1,1
शृङ्गाभािात्,1,1
तद्वदुितावन,1,1
तेजांवस,1,1
पररगेृह्यन्त,1,1
अश्वमेवधके,1,1
सूक्तानन्तरम्,1,1
प्रागाच्छसनम्,1,1
शंसनी,1,1
प्रागाच्छसनवमवत,1,1
प्रागाच्छि॒सो॑नं,1,1
िाज्यि॒िाय,1,1
देिि॒द्रीचाि॒,1,1
मनो॑साि॒,1,1
नावभो॑रि॒स्यानुो॑,1,1
पि॒श्चि॒ात्क,1,1
शसो॑नम्,1,1
देि॒िि॒द्रीचाो॑,1,1
मनो॑सा,1,1
नावभःो॑,1,1
पि॒श्चात्,1,1
ि॒ि॒न्तस्त्व,1,1
शसनम्,1,1
शसनं,1,1
विशसनस्थानम्,1,1
उपैप्रवत,1,1
गच्छता,1,1
अचायवम,1,1
मनवस,1,1
नहनं,1,1
बुन्धभूत,1,1
बन्धनस्थानी,1,1
अविमुक्तत्वात्,1,1
पुरतः,1,1
ुद्यप्यभ,1,1
यिवसतोऽथयः,1,1
अजाश्वोभ,1,1
यत्वप्रकटना,1,1
पदद्व,1,1
अन्वस्त्ववत,1,1
संबध्य,1,1
अनूचानाः,1,1
अनूचानाेस्त,1,1
कविः,1,1
मनीषी,1,1
पवठतत्वात्,1,1
स्तोतृनाम,1,1
जररता,1,1
गाो॑त्परि॒मं,1,1
ि॒त्सधस्थि॒मिाय,1,1
अच्छाो॑,1,1
वपि॒तरं,1,1
माि॒तरं,1,1
अि॒द्या,1,1
देि॒िाञ्जुटो॑तमोि॒,1,1
गि॒म्या,1,1
अथा,1,1
शाो॑ेस्त,1,1
दाि॒शुषेि॒,1,1
पि॒रि॒मम्,1,1
सि॒धऽस्थो॑म्,1,1
वपि॒तरो॑,1,1
माि॒तरो॑,1,1
अि॒द्य,1,1
देि॒िान्,1,1
जुटो॑ऽतमः,1,1
गि॒म्याः,1,1
अथो॑,1,1
शाेि॒स्ति॒,1,1
दाि॒शुषेो॑,1,1
सधऽस्थम्,1,1
वपतरम्,1,1
मातरम्,1,1
जुटऽतमः,1,1
शलोऽ,1,1
उपगच्छवत,1,1
वकम्,1,1
ृउत्कटं,1,1
सधस्थं,1,1
सहस्थानं,1,1
वतवभरे,1,1
कत्रवनिास,1,1
स्वगायंख्य,1,1
दस्तस्त्व,1,1
मातरं,1,1
प्राुप्तम्,1,1
जुटतमः,1,1
प्रीततमः,1,1
स्वगां,1,1
ुक्तः,1,1
च्छदेिान्,1,1
वहशब्दो,1,1
स्वगयप्राेप्तः,1,1
सगभ्योऽनु,1,1
ूर्थ्ः,1,1
इत्यावदमन्त्रान्तरप्रवसस्त्वद्धद्योतनाथयः,1,1
जमानः,1,1
हविदयत्तिते,1,1
ैस्मस्व,1,1
यवण,1,1
िरणी,1,1
त्यव्,1,1
प्राथय,1,1
जमानाथयम्,1,1
अद्रि,1,1
कोलु,1,1
जलाव,1,1
ज्यलाव,1,1
औन्नत्यम,1,1
दिन,1,1
तेजस,1,1
औन्नत्यववधानम,1,1
कमााकार,1,1
प्रकारच्या,1,1
चाली,1,1
प्राचीनसंस्कारशेष,1,1
पांचही,1,1
कारणें,1,1
सहेतुकें,1,1
वीजती,1,1
अनेकें,1,1
कमााकारें,1,1
पंचकारणिळवाडें,1,1
जजहीं,1,1
कमााकारु,1,1
मांडे,1,1
आकार,1,1
पडो,1,1
िेशकु,1,1
मुष्,1,1
विरूप,1,1
बैलाांचा,1,1
पोळेयाचीये,1,1
अांवसेचा,1,1
दिसीां,1,1
पोळाांचे,1,1
घारणे,1,1
रचूनु,1,1
महत्त,1,1
त्त्,1,1
वाचें,1,1
काळुगेनन,1,1
बयाा॑ललि॒,1,1
जवृषः,1,1
महाकालेश्वर,1,1
ज्योतिर्लिंग,1,1
स्वरूप,1,1
ंश्रगार,1,1
त्रिप,1,1
तिलक,1,1
लगाकर,1,1
चांदी,1,1
त्रिनेि,1,1
लगाए,1,1
धीमांस्ििस्िस्यां,1,1
मानव,1,1
िंत्रिका,1,1
स्वित्तत्रिन्द्र,1,1
ृत्र,1,1
निन्व,1,1
ीरान्न,1,1
ीळयासे,1,1
जयाजी्र्,1,1
गोस्वि,1,1
िेिेस्मद्धर्वह्य,1,1
फलस्य,1,1
त्रर्वलम्बमसहमार्,1,1
ऋत्रिरर्यापींन्द्र,1,1
पृत्रच्छत,1,1
स्वित्,1,1
ृर्त्रभुः,1,1
पुरुिैुः,1,1
नर्,1,1
शिुपुरुिा्र्,1,1
र्वीरै,1,1
र्वीरा्र्,1,1
शिुपुिांश्च,1,1
र्ीळयासे,1,1
संेश्ल,1,1
संयोजयेुः,1,1
र्ीळयत्रतुः,1,1
संेश्लिणकमाि,1,1
ईदृशं,1,1
यंेश्लत्सिणं,1,1
तत्किा,1,1
भेर्वत्रित्रत,1,1
त्रर्वतकि,1,1
चास्मिथं,1,1
आजी्र्,1,1
संग्रामा्र्,1,1
अत्रभगृन्तिु,1,1
त्रर्वद्यमार्ा,1,1
क्षीरित्रधघृतार्ां,1,1
धारत्रयिीुः,1,1
अत्रधकं,1,1
ििर्वत्,1,1
व्यास्विमत्,1,1
धर्म्,1,1
धेत्रह,1,1
धारयेुः,1,1
पसम्,1,1
अधात्रर्वष्ट,1,1
सुकमिऽत्रभुः,1,1
पसं,1,1
पापरत्रहतम्,1,1
ररत्रप,1,1
गत्रतरत्रहतम्,1,1
स्वथथतत्रमत्य,1,1
शोधय्र्,1,1
पतो,1,1
िीप्यमार्ो,1,1
हररतर्वणिुः,1,1
साुर्त्रर्,1,1
ुस्वच्छते,1,1
अत्रर्वालकृ,1,1
िशापत्रर्विे,1,1
न्यधात्रर्वष्ट,1,1
ऋस्वत्वस्विित्रर्धीयते,1,1
धञ्,1,1
केम्पर्,1,1
स्यत्रसच्सीयुट्तात्रसिु,1,1
कमित्रण,1,1
लुत्रि,1,1
त्रचण्वत्रिट्,1,1
त्रणत्त्वाि्,1,1
स्वद्धुः,1,1
एतेभ्युः,1,1
पयाििुः,1,1
त्रिसंधार्ो,1,1
र्वसतीर्वरीत्रभििध्ना,1,1
संृुःस्पष्ट,1,1
मिकरुः,1,1
सुकमित्रभुः,1,1
शोभर्कमियुैक्तऋि,1,1
स्वत्वस्विुः,1,1
त्रमिात्रििेर्वाथं,1,1
शरणम्,1,1
भद्रम्,1,1
अर्ातुरम्,1,1
र्वरूथ्यम्,1,1
अेर्हसुः,1,1
सुऽऊतयुः,1,1
आत्रित्याुः,1,1
शरणं,1,1
शरणीयम्,1,1
सैर्वभिजर्ीयम्,1,1
अर्ातुरं,1,1
रोगरत्रहतम्,1,1
त्रिगुणम्,1,1
यरूथ्यद्वम्,1,1
र्वरूथं,1,1
तिहिम्,1,1
उक्तगुणकं,1,1
त्रर्वयच्छत,1,1
त्रिेर्वऽत्रिेर्व,1,1
सिर्वस्य,1,1
ेप्रर,1,1
युलोकािागत्य,1,1
संभजर्ीयात्रर्,1,1
त्रिेर्वत्रिेर्व,1,1
प्रत्रतत्रिंर्,1,1
त्रिर्वारमंस्मभ्य,1,1
ेप्ररय,1,1
त्यच्छथिुः,1,1
तिेर्वोच्यते,1,1
सैर्वभिजर्ीय,1,1
रक्षक,1,1
त्रिधातत्रर्,1,1
पशुकर्करत्नभेिेर्,1,1
त्रिप्रका,1,1
रात्रण,1,1
रास्वन्त,1,1
क्षीरािीर्ीत्रत,1,1
रायो,1,1
गोधर्ात्रर्,1,1
संबस्वििु,1,1
त्रििु,1,1
सेर्वर्िु,1,1
माध्यत्रमके,1,1
र्वाक्,1,1
धर्लाभाय,1,1
त्रत्रद्विचतुिभ्युः,1,1
त्रचत्स्वरुः,1,1
ेप्ररणे,1,1
तुिात्रिुः,1,1
लोत्रट,1,1
धाञ्,1,1
धारणपोिणयोुः,1,1
त्रसतत्रर्गत्रममत्रस,1,1
तुन्प्रत्ययुः,1,1
आमस्वितत्वात्,1,1
त्रर्घातुः,1,1
अुग्रर्वुः,1,1
र्वारणम्,1,1
तमीम्,1,1
अुर्वुःग्र,1,1
गुलयुः,1,1
अत्रभिर्विेशं,1,1
ेप्ररयस्वन्त,1,1
ेप्ररत्रयत्वा,1,1
भासमांर्,1,1
दृत्रतसदृशांशुमेंर्,1,1
अत्रभिुण्वस्वन्त,1,1
यत्रद्यप,1,1
धमत्रतरत्रभिर्वकमाि,1,1
तथाप्यौत्रचत्याििात्रभिर्वपरो,1,1
तिेतत्,1,1
सोमात्मकं,1,1
ुर्वस्त,1,1
त्रिथथार्म्,1,1
द्रोणकलश,1,1
आधर्वर्ीयुः,1,1
पतभृत्रित्रत,1,1
त्रिधातर्वुः,1,1
र्वारणं,1,1
शिणां,1,1
र्वारकं,1,1
सुित्रर्वन्द,1,1
औद्दालत्रकर्,1,1
उृंज्यत्स,1,1
एर्वाद्या,1,1
हर्,1,1
छ्वो,1,1
प्रत्रतसंख्यायोपुस्तप्रयुुः,1,1
तेैर्र्वोंृष्टत्स,1,1
यार्व,1,1
्न्त्य,1,1
एर्वाहा्न्य,1,1
संख्यायोपररष्टाि्,1,1
अत्रतरािस्योपेयुुः,1,1
तेर्ो,1,1
एर्वोंृष्टत्स,1,1
भाेल्लर्वय,1,1
उक्था्न्य,1,1
एर्वोृज्यत्सार्ीत्रत,1,1
पशर्व,1,1
पश्र्,1,1
उृत्सजेन्त,1,1
अत्रभध्मातम्,1,1
उच्छ्वासयेत्,1,1
उृज्यत्सम्,1,1
एेर्वत्रत,1,1
प्रजापत्रतर्,1,1
संर्वत्सरुः,1,1
तैस्यते,1,1
पौणिमास्यश्,1,1
चामार्वास्याश्,1,1
धृत्रतर्,1,1
अत्रभध्मातश्,1,1
शोचेि्,1,1
प्रजाप,1,1
त्रतुः,1,1
पशञ्,1,1
छोचय्त्य,1,1
अृुर्त्सजमार्ुः,1,1
पौणिमासीश्,1,1
चामार्वास्याश,1,1
चोृत्सजेन्त,1,1
ऽङ्गा्न्य,1,1
एर्वा,1,1
प्राणा्र्,1,1
प्रसारयस्वन्त,1,1
े्र्र्,1,1
र्स्,1,1
संर्वत्सरश्,1,1
शुशुचार्ो,1,1
त्रहर्सि्,1,1
त्रह्न्वन्त्य,1,1
अुर्वग्र,1,1
श्वो,1,1
प्रत्रतपिं,1,1
र्वीर्र्,1,1
उच्छ्वात्रसतं,1,1
पुर्र्,1,1
अत्रभधमेत्,1,1
सारघं,1,1
संर्वत्सरो,1,1
दृत्रतर्,1,1
यज्ञस्,1,1
त्रिधातुर्,1,1
ब्राह्मणास्,1,1
सरघास्,1,1
एैर्वत्र्,1,1
िर्वस्वन्त,1,1
अत्ऽभ्युः,1,1
शम्ऽयोुः,1,1
र्वहतम्,1,1
शुभुः,1,1
पती,1,1
ंभ्य,1,1
युलोकर्वतीत्रर्,1,1
औिधात्रर्,1,1
पृत्रथव्यामुत्पन्नान्यौिधात्रर्,1,1
अन्तररक्षसकाशािप्यौिधात्रर्,1,1
इत्यन्तररक्षर्ाम,1,1
पृत्रथर्वी,1,1
एतन्नामकस्य,1,1
बृहस्पत्रतपुिस्य,1,1
शंयुं,1,1
बाहिस्पत्यमु्र्वर्ब्र,1,1
ब्राह्मणान्तरात्,1,1
संबस्विर्म्,1,1
ओमांर्,1,1
सुखत्रर्वशेिं,1,1
मिीयाय,1,1
पुिाय,1,1
शोभर्स्यौिधजातस्य,1,1
पालकौ,1,1
र्वातत्रपेष्मत्तश्लधातुि,1,1
यशमर्त्रर्वियं,1,1
र्वहतं,1,1
िण्डात्रित्वात्,1,1
यत्यप्रयुः,1,1
त्रभिज्,1,1
त्रचत्रकत्सायाम्,1,1
पुंत्रस,1,1
शमु,1,1
उपशमे,1,1
अत्रमश्रणे,1,1
त्रर्वच्,1,1
त्रतिरुः,1,1
त्रस,1,1
तत्रर्गत्रममत्रससच्यत्रर्वधाुञ्र,1,1
कत्रशु्र्भ्यस्त,1,1
ऊत्रडिम्,1,1
त्रर्वभेरुक्तिात्तत्वम्,1,1
अर्वतेुः,1,1
अेभ्यन्योऽत्रप,1,1
म्त्रर्,1,1
अकारर्वकारयोुः,1,1
ऊठ्,1,1
सािर्वधातुकाधिधातुकलक्षणो,1,1
गुणुः,1,1
अुर्र्ात्रसके,1,1
र्ाुर्,1,1
र्वतिते,1,1
तत्रहि,1,1
पेर्वणैर्व,1,1
र्वकारस्य,1,1
ऊडािेशो,1,1
संपिात्रिलक्षणुः,1,1
िष्ठ्ाुः,1,1
पत्रतपुि,1,1
संत्रहतायां,1,1
त्रर्वसजिर्ीयस्य,1,1
सुबामस्विते,1,1
पराङ्गर्वद्भार्वात्,1,1
िष्ठ्ामस्वि,1,1
तसमुिायस्य,1,1
आत्रष्टमकं,1,1
सर्वािुर्िात्तत्वम्,1,1
पराऽर्वतुः,1,1
त्रिधातुऽत्रभुः,1,1
पणीर्ां,1,1
र्वसु,1,1
पत्रणत्रभरपहृतं,1,1
गर्वात्मकं,1,1
धंर्,1,1
त्रर्विुः,1,1
अलभथाुः,1,1
धीत्रतत्रभुः,1,1
धािीत्रभुः,1,1
मातृत्रभुः,1,1
र्वसतीर्वरीत्रभुः,1,1
गृहभते,1,1
मजियत्रस,1,1
शुद्धो,1,1
भर्वत्रस,1,1
परार्वतो,1,1
िरथथाेद्दशा,1,1
द्यथा,1,1
सामत्रर्ुःध्व,1,1
तर्व,1,1
सामत्रध्वर्ुः,1,1
सोमात्रभिर्वात्रभप्रायेणोक्तुः,1,1
य्स्वस्मर्,1,1
कमिणो,1,1
धतािरो,1,1
यजमार्ाुः,1,1
त्रिधातुत्रभुः,1,1
लोकार्ां,1,1
धारत्रयिीत्रभमाितृत्रभिर्वसतीर्वरीत्रभुः,1,1
आरोचमार्ात्रभिीस्वित्रभुः,1,1
स्तोतृभ्युः,1,1
प्रयत्रच्छत,1,1
र्वयो,1,1
इत्यािराथिम्,1,1
सिऽशीिािणम्,1,1
आृर्चुुः,1,1
त्रिऽधातुम्,1,1
उत्ऽतमे,1,1
त्रचिित्,1,1
जत्रर्,1,1
परमेश्वराय,1,1
तिथिम्,1,1
उत्तमे,1,1
ृउत्कष्टतमे,1,1
थथाेर्,1,1
युलोकाेख्य,1,1
स्वथथतम्,1,1
अचिर्ीयमात्रित्यमाृर्चुुः,1,1
अचिन्तस्व,1,1
एिोऽन्तरात्रिेत्य,1,1
त्रहरण्मयुः,1,1
पुरुिो,1,1
इत्यात्रिुुंश्रत्यक्त,1,1
यिीयं,1,1
िरूपमुपलब्ध,1,1
सयिमाराधयन्तीत्यथिुः,1,1
कीदृशमकि,1,1
सिशीिािणम्,1,1
सिसंख्याकाुः,1,1
शीििर्वत्,1,1
प्रधार्भता,1,1
रश्मयो,1,1
त्रिधातुं,1,1
भरात्रिलोकार्ां,1,1
पोिकम्,1,1
सयिस्य,1,1
त्रिलोकीपोिकंत्व,1,1
ृर्वष्ठयात्रिव्यापारे,1,1
प्रत्रसद्धम्,1,1
यत्स्वरूपलाभाय,1,1
मचिस्वन्त,1,1
परमेश्वरुः,1,1
इमात्रर्,1,1
दृश्यमार्ात्रर्,1,1
सर्वाित्रण,1,1
भतजातात्रर्,1,1
िेर्वासुरमुष्यर्रूपात्रण,1,1
उश्यत्रद्द,1,1
अत्रचिित्,1,1
आिन्दत्रत,1,1
माध्यत्रमक्या,1,1
र्वाचा,1,1
िििशैब्दगिम,1,1
ियािार्र्वाचकै,1,1
आत्रित्,1,1
अर्न्तरमेर्व,1,1
त्रशक्षालक्षणं,1,1
जत्रर्ष्ट,1,1
जर्यत्रत,1,1
आत्रर्वभािर्वयत्रत,1,1
भार्वुः,1,1
परमेश्व,1,1
मेघत्रर्स्ततलक्षणया,1,1
िर्वाण्या,1,1
भेक्षभ्यो,1,1
भथथेभ्यो,1,1
त्रहतमुपत्रिशत्रत,1,1
अर्ाकत्रणिते,1,1
त्स्वस्मर्,1,1
पश्चाद्दाररद्र्यात्रिलक्षणां,1,1
त्रशक्षामात्रर्वष्करोतीत्रत,1,1
अिात्रभत्रहतोऽथों,1,1
बृहिारण्यके,1,1
स्वखलकाेण्ड,1,1
प्राजापत्याुः,1,1
ेन्थर्ग्र,1,1
प्रपत्रितुः,1,1
युञ्जा,1,1
थाम्,1,1
मर्सुः,1,1
जर्वीया्र्,1,1
त्रिऽर्विुरुः,1,1
त्रिऽचिुः,1,1
उपऽयाथुः,1,1
त्रर्वुः,1,1
र्वििकौ,1,1
कामार्ां,1,1
र्वक्ष्यमाणगुणत्रर्वशंष्ट,1,1
युञ्जाथां,1,1
योजयतम्,1,1
तत्रमुंत्यक्त,1,1
कत्रमत्याह,1,1
रथुः,1,1
त्रिर्विुरुः,1,1
त्रिप्रकारसारत्रथथथार्ुः,1,1
र्विुरं,1,1
रत्रथर्ुः,1,1
थथार्त्रमत्याहुुः,1,1
यार्वह्याििु,1,1
र्विुरे,1,1
इत्यात्रिमिान्तरात्,1,1
त्रिचिुः,1,1
चित्रितयोपेतुः,1,1
त्रर्वशेष्यते,1,1
उपयाथुः,1,1
उपगच्छथुः,1,1
शोभर्सो,1,1
माख्यकमिर्वतो,1,1
यजमार्,1,1
गृहर्ामैतत्,1,1
यागगृहम्,1,1
येेुंर्त्यक्त,1,1
ेर्त्याह,1,1
त्रिप्रकारथथार्ोपेतेर्,1,1
सुर्वणिरजतताम्रधातुियोपेतेर्,1,1
गमेर्,1,1
दृष्टान्तुः,1,1
ित्रर्वर्,1,1
पैक्षयिथा,1,1
शीघ्रमप्रयेत्नर्,1,1
गत्रच्छत,1,1
तद्विुक्तलक्षणेर्,1,1
गच्छथुः,1,1
इन्द्रात्रिऽभ्याम्,1,1
त्रपतृऽर्वत्,1,1
मिातृऽर्वत्,1,1
पातम्,1,1
र्वयम्,1,1
रयीणाम्,1,1
याभ्याम्,1,1
त्रिभ्यां,1,1
त्रपतृर्वत्,1,1
र्भा,1,1
कर्वत्,1,1
मिातृर्वत्,1,1
यौर्वर्ाश्वमािातृर्वच्च,1,1
अत्रङ्गरोर्वच्च,1,1
र्र्वतरम्,1,1
र्ाभाके,1,1
पात्रठतात्रर्वन्द्रािी,1,1
त्रिपिर्वणा,1,1
गृहेण,1,1
र्ाभाका्र्,1,1
पातं,1,1
रक्षतम्,1,1
र्वयं,1,1
रयीणां,1,1
धर्ार्ां,1,1
िात्रमर्ुः,1,1
भेर्व,1,1
बृहत्ऽत्रिर्वुः,1,1
ओमऽत्रभुः,1,1
हुर्वार्ुः,1,1
त्रिधातुऽशृङ्गुः,1,1
र्वयुःऽधाुः,1,1
इिमाि्,1,1
अत्रिुः,1,1
आगत्वच्छस्मयंज्ञ,1,1
सिर्व,1,1
बृहर्वुःत्रद्द,1,1
प्रभतिीस्विुः,1,1
रममाणुः,1,1
कामा्र्,1,1
प्रय्र्च्छ,1,1
ओमत्रभुः,1,1
रक्षणैुः,1,1
र्वार्ुः,1,1
आहूयमार्ुः,1,1
गिीज्वािलाुः,1,1
अत्रहत्रसतुः,1,1
त्रिधातुशृङ्गुः,1,1
त्रिप्रकारशृङ्गर्विुन्नतलोत्रहतशुक्लकृ,1,1
ष्णर्वणिज्वाल,1,1
र्वत्रििता,1,1
र्वयोधाुः,1,1
हत्रर्विो,1,1
त्वष्टृपुिस्त्रित्रिरा,1,1
नामषत्र्िः,1,1
अ्णर्,1,1
अणर्नीय,1,1
ृिष्कतारुर्पुरःसर,1,1
एिमेतदकण,1,1
फडनिनिशी,1,1
फडनििीस,1,1
निशी,1,1
िाचण्याचा,1,1
िाांग्या,1,1
नमरच्या,1,1
सांभाळणें,1,1
सांपादणें,1,1
मापािें,1,1
मृदिका,1,1
दिरयश्,1,1
मेदिरंण्य,1,1
पदपाठ,1,1
वेदपदग्वभाजकन्थग्रभेदे,1,1
उद्गीथरम्य,1,1
पाठवताञ्च,1,1
साम्नाम्,1,1
देवीमा,1,1
वैश्वाग्मत्रिः,1,1
अ॒ग्नमीी॑ळे,1,1
पु॒रोग्,1,1
ोताी॑रं,1,1
पूवेग्भरग्िग्भरीड्यो,1,1
नूतनैरुत,1,1
देवााँ,1,1
रत्नाग्न,1,1
दधातीग्त,1,1
ग्वग्र,1,1
समासिादन्तोदात्तो,1,1
रत्नधाशब्दिः,1,1
काग्णिक,1,1
कग्णिक,1,1
शशशुपाल,1,1
शिकष,1,1
शिळवा,1,1
शपवळा,1,1
लालाशदकनदुुः,1,1
लालाशदकनदुस्थािम्,1,1
लालाशदकनदुयथावद्भावुः,1,1
ोंदर्,1,1
ोंदेंर्,1,1
दशगरी,1,1
दर्ावळ,1,1
दर्ी,1,1
शवचारेंर्,1,1
पुसेंर्,1,1
कौशशक,1,1
टाोंग,1,1
टाोंगडी,1,1
किक,1,1
किकम्,1,1
धशयशिि,1,1
कशणर्क,1,1
र्टल,1,1
मतें,1,1
कममठता,1,1
बंड,1,1
तयाचें,1,1
तिज्ञान,1,1
दमर्ने,1,1
र्तपथब्राह्मण,1,1
तत्रधा,1,1
सुमारे,1,1
गुुंजाुंच्या,1,1
वजनाचे,1,1
नाणे,1,1
गद्याणकः,1,1
गद्यानकः,1,1
गद्यालकः,1,1
आहन्ति,1,1
दुगगः,1,1
तवशेषः,1,1
वरा,1,1
ित्पर्य्ागयः,1,1
शूकरः,1,1
घृतटः,1,1
कोलः,1,1
तकररः,1,1
तकत,1,1
ुंद्रट,1,1
घोणी,1,1
ब्स्तघरोघ्ना,1,1
क्रोडः,1,1
भूदारः,1,1
तकरः,1,1
मुस्तादः,1,1
मुखलाङ्,1,1
गूलः,1,1
स्थूलनातसकः,1,1
दिायुधः,1,1
वःक्त्र,1,1
दीघगिरः,1,1
आखतनकः,1,1
भूतिि्,1,1
बहुसूः,1,1
शब्दरत्ना,1,1
वली,1,1
माुंसस्य,1,1
वृष्यत्वम्,1,1
वािघ्नत्वम्,1,1
बलवगर्द्नञ्चत्व,1,1
राजवल्लभः,1,1
बर्द्मूत्रत्वम्,1,1
तवरूिणञ्चत्व,1,1
िैत्रव,1,1
पाठािरम्,1,1
अन्यि्,1,1
शूकरशेब्द,1,1
द्रटव्यम्,1,1
कतणगक,1,1
सुगन्धं,1,1
उवाधरुकष्टमव,1,1
बधनाृन्मत्योमुधक्षीय,1,1
मामृतात्,1,1
मैत्रायणीसंष्टहता,1,1
अष्टिष्टिष्टतः,1,1
काठकसंष्टहता,1,1
अथािादशं,1,1
तैष्टिरीयसंष्टहता,1,1
शुक्लयजुवेदः,1,1
वसोर्ाधराष्टद,1,1
शिवलिङ्ग,1,1
वेदिका,1,1
त्रिधातवी,1,1
शिवशिङ्ग,1,1
शिधातवी,1,1
इशि,1,1
कश्यपोऽशसतो,1,1
गायिी,1,1
कल्पनीयेष्वहःसु,1,1
योधनीयाशन,1,1
रक्षांशस,1,1
याशन,1,1
धममस्य,1,1
स्वकममशि,1,1
िाशसतुं,1,1
शवशध,1,1
प्रिुेग्धऽस्य,1,1
गुिैरुपुस्नता,1,1
वसूपमानस्य,1,1
वसूशन,1,1
मेशिनी,1,1
वस्वीिाि्,1,1
वसुशनकरं,1,1
िब्ध्वा,1,1
धृतानुरागा,1,1
ड्यिग्ां,1,1
वसोधामरां,1,1
नाशतनीचां,1,1
चोच्छ्रि,1,1
यििम्,1,1
ष्णायसं,1,1
कािायसं,1,1
तीक्ष्िं,1,1
िस्त्रकं,1,1
शपंण्ड,1,1
अश्मसारः,1,1
शगररजं,1,1
शगररसारः,1,1
शििाजं,1,1
शििात्मजं,1,1
शनशितं,1,1
मिीमसः,1,1
शप्रये,1,1
वाशिशन,1,1
वेशिकोिरी,1,1
सप्तपिमवेशिका,1,1
सिेविारु,1,1
ुमवशिकायाम्,1,1
अन्,1,1
अनुवाकः,1,1
वनस्पतयश्च,1,1
अशश्चग्,1,1
वनस्पत,1,1
वीरुधश्च,1,1
शवशिश्च,1,1
भूशतश्च,1,1
वसशतश्च,1,1
िक्तश्चच्छ्,1,1
मेऽथमश्च,1,1
गशतश्च,1,1
बृहस्पशतश्च,1,1
शमिश्च,1,1
वरुिश्च,1,1
त्विा,1,1
मरुतश्च,1,1
शवेश्व,1,1
पृशथवी,1,1
