word,count,n_source_files
मेऽन्तररंक्ष,1,1
नक्षिाशि,1,1
शििश्च,1,1
अनुवाक,1,1
ऽशग्ि्,1,1
वीरुधि्,1,1
ओषधयि्,1,1
ग्राम्याि्,1,1
आरण्याि्,1,1
शवशिि्,1,1
भूशति्,1,1
वसशति्,1,1
िक्तच्छ्ि्,1,1
ऽथमि्,1,1
एमि्,1,1
इशति्,1,1
गशति्,1,1
तामर्प्,1,1
पोतिारी,1,1
पोतशनिी,1,1
धर्म्ामथमकामान्,1,1
पुष्णा,1,1
शिकाण्ड,1,1
घातूनां,1,1
समाहारः,1,1
शिधातु,1,1
धमामथमकामान्,1,1
पुष्णाशत,1,1
शिका,1,1
शिगुः,1,1
पुनाशत,1,1
ऋेच्छ्त्वग्मिे,1,1
अरावाकिेब्द,1,1
होिाशििेब्दन,1,1
िन्द्िे,1,1
पुनातीशत,1,1
त्वष्टृहोतृपोतृभ्रातृजामातृमातृ,1,1
शपतृिुशहतृ,1,1
शनपात्यते,1,1
शवुष्णः,1,1
संशक्षप्तसारोिाशिवृशिः,1,1
ऋच्छ्त्व,1,1
ऋेग्विे,1,1
शिशवशिषु,1,1
षीिशत,1,1
िोधशयशटि,1,1
शवुष्ण,1,1
िुगाम,1,1
अथवम,1,1
ब्राह्मिारं,1,1
शसन्,1,1
अग्ीध्र,1,1
अग्ीध्,1,1
अध्वयमवस्,1,1
सामवेि,1,1
शतस्त्रः,1,1
िोकास्त,1,1
आश्रमाः,1,1
शप्रयतमाशभरसौ,1,1
शतसृशभबमभौ,1,1
वषामुण्यिीेक्षत,1,1
मायृमतुमती,1,1
िैतम्,1,1
अग्ी,1,1
अशग्,1,1
अन्वाहायं,1,1
शपतॄिां,1,1
श्राद्धमुच्यते,1,1
अन्वाहायमक,1,1
ऋषिका,1,1
गुषिपञ्चकसंघः,1,1
षिन्नपञ्चशाखः,1,1
चममप्रसेषवका,1,1
िोहकारषिषतः,1,1
िोहकारायोघनः,1,1
िोहकारचुल्लः,1,1
िोहकारकन्ज़्दुः,1,1
िोहकारपुिः,1,1
िोहकारमृषतका,1,1
िोहकारात्मजः,1,1
िोहकारनाषिका,1,1
िोहकारशान्ताङ्गाराः,1,1
िोहकारापणः,1,1
आघाताधारषशिा,1,1
वषट,1,1
जट,1,1
प्रतिमालक्षणानि,1,1
प्रतिमालक्षण,1,1
करणीसार,1,1
धीमाांस्तिस्स्ताां,1,1
युयुुुःत्,1,1
मािरो,1,1
वेधामशासि,1,1
ुध्रवो,1,1
प्रादुूर्िां,1,1
वेधाां,1,1
तवधािारां,1,1
सप्तसांख्याकाुः,1,1
मािरुः,1,1
गङ्गाद्या,1,1
िुःद्य,1,1
छन्ाांतस,1,1
यजमािािामैश्वयाूथूम्,1,1
अशासि,1,1
अिुशासति,1,1
अिुशासिां,1,1
वून्ति,1,1
शाेस्तलूति,1,1
व्यत्ययेिात्मिेपदम्,1,1
यस्माि्,1,1
ुध्रवुः,1,1
धिाति,1,1
जािाति,1,1
िस्मादस्ािुशासिे,1,1
यजमािािाां,1,1
धिातदसमृन्तिूर्वति,1,1
वैरूपो,1,1
ेप्रर्दिुः,1,1
त्वामाहुतवूप्रिमां,1,1
कवीिाम्,1,1
त्वन्तियिे,1,1
चिारे,1,1
महामकं,1,1
मघवतििमचू,1,1
स्तोिृगणेषु,1,1
ुस्ततििवणाथं,1,1
तिषण्णो,1,1
क्रािप्रज्ञािाां,1,1
तवप्रिमम्,1,1
अतिशयेि,1,1
मेधातवितमति,1,1
त्वि्,1,1
अन्यारातदिरिे,1,1
पिमी,1,1
वजूतयत्वा,1,1
तक्रयिे,1,1
िस्मातिषीद,1,1
अचूिीयमस्मदीयां,1,1
तिवृत्पिदशातदलक्षणां,1,1
स्तोमां,1,1
तवधेतह,1,1
पजायाम्,1,1
र्ौवातदकुः,1,1
ग॒णािाां,1,1
ग॒णपां॑तिां,1,1
वी॒िामुां॑प॒मिां॑वस्तमम्,1,1
े॒ष्ठ,1,1
॒राजां॒,1,1
ां॑ह्मब्रणाां,1,1
ह्मब्रणस्पि॒,1,1
श॒ण्व,1,1
ितर्,1,1
सीद॒,1,1
सादां॑िम्,1,1
ह्मब्रणोऽिस्,1,1
पररवृढस्,1,1
पालतयिुः,1,1
देवातदगणािाां,1,1
सांबांतधिां,1,1
स्वीयािाां,1,1
क्राांिदतशूिाां,1,1
उपमिवस्तमां,1,1
उपमीयिेऽियेुत्यपमा,1,1
सवेषामिािामुपमािां,1,1
िथोक्तुः,1,1
अतिशयेिोपमिवा,1,1
उपमिवस्तमुः,1,1
उपमुः,1,1
आिश्चोपसगे,1,1
करणेऽि्,1,1
प्रत्ययुः,1,1
ङ्यापोुः,1,1
सांज्ञाछां,1,1
दसोररति,1,1
ांह्रस्वत्व,1,1
ेज्ष्ठाुः,1,1
प्रशस्िमाुः,1,1
राजांिां,1,1
मांिाणाां,1,1
स्वातमिां,1,1
अन्तस्मन्कमूण्याह्वयामुः,1,1
िोऽस्माकां,1,1
ुस्तिीुः,1,1
शण्वि्,1,1
त्वमतितर्ुः,1,1
पालिैहेिुर्िैुः,1,1
सादिां,1,1
सीदांत्यन्तस्मतिति,1,1
सदिां,1,1
यज्ञगृहमासीद,1,1
उपतवश,1,1
गणेशे,1,1
िस्ातवर्ाूवकथा,1,1
इर्ाििशेब्द,1,1
गजाििशेब्द,1,1
गणातध,1,1
पतिांत्व,1,1
याज्ञवेल्क्यिोांक्त,1,1
िच्च,1,1
बाांक्य,1,1
गणपतिकल्पशेब्द,1,1
तशवे,1,1
समहपिौ,1,1
गणपतिम्,1,1
गणनायकः,1,1
देवसङ्घािाां,1,1
र्ागविे,1,1
देवपियुः,1,1
ैस्वगूण,1,1
िायकै,1,1
तवूतहिमहाहूणाुः,1,1
गणािाांप्रमथािाां,1,1
गणपतिः,1,1
गणसांज्ञकािाां,1,1
देवािाांपतिुः,1,1
अधीश्वरुः,1,1
इतिहलायुधुः,1,1
पििेन्त्र,1,1
अुांत्,1,1
वाञ्छति,1,1
शाम्भवो,1,1
गणपिेराखुां,1,1
ुक्षधाूुःत्,1,1
फणीिां,1,1
क्रौिररपोुः,1,1
तशखी,1,1
तगररसुिातसांहोऽतपिागाशिम्,1,1
अग्रपजिीयप्रधािदेविातवशेषुः,1,1
वेदीयवाजसिेयसांतहिायाम्,1,1
िमोगणेभ्यो,1,1
गणपतिभ्यश्च,1,1
हवामहेकतवां,1,1
गणकत्ाू,1,1
गणपतितदूग्वासाुः,1,1
मन्त्रतवि्,1,1
मुःन्त्र,1,1
सूर्र्व्ावकरो,1,1
हरुः,1,1
आथूर्व्णोपतिषतिशेषुः,1,1
मौन्तक्तकोप,1,1
तिषतद,1,1
प्रथमाध्याये,1,1
तिपुरािपिदेवीर्ाविार्स्मजावालगणपति,1,1
महावाक्यगोपालिपिकृ,1,1
हयग्री,1,1
कमूतण,1,1
किूरर,1,1
गुतणगणगणिा,1,1
र्गणुः,1,1
कतव,1,1
सौतिरुवाच,1,1
एवमार्ाष्य,1,1
ांस्व,1,1
तिवेशिम्,1,1
र्गवान्स,1,1
जगत्स्रष्टा,1,1
ऋतषदेवगणैुः,1,1
सस्मार,1,1
हेरांम्ब,1,1
सत्यविीसुिुः,1,1
ृस्मिमािो,1,1
गणेशािो,1,1
र्क्ततचन्तििपरकुः,1,1
ििाजगाम,1,1
वेदव्यासो,1,1
न्तथथिुः,1,1
पतजिश्चोपतवश्चष्ट,1,1
व्यासेिोक्तस्तदािघ,1,1
प्रोच्यमािस्,1,1
कन्तल्पिस्,1,1
िुैत्वित्प्राह,1,1
यतद,1,1
क्षणम्,1,1
तलखिो,1,1
िावतिेष्ठि,1,1
ह्यहम्,1,1
व्यासोऽुप्यवाच,1,1
देवमबुद्,1,1
तलख,1,1
क्वतचि्,1,1
ओतमुत्यक्त्वा,1,1
गणेशोतप,1,1
बर्व,1,1
तकल,1,1
लेखकुः,1,1
न्थग्र,1,1
ांन्तन्थग्र,1,1
मुतिगूढां,1,1
िहलाि्,1,1
यन्तस्मन्प्रतिज्ञया,1,1
मुतििैपायिन्तिदम्,1,1
श्लोकसहरातण,1,1
श्लोकशिाति,1,1
शुको,1,1
सांजयो,1,1
िच्छ्लोककटमद्यातप,1,1
ग्रतथिां,1,1
सुदृढां,1,1
ुांेर्त्,1,1
शक्यिेऽथूांस्,1,1
गढत्वात्प्रतििस्,1,1
सवूज्ञोतप,1,1
गणेशो,1,1
यत्क्षणमाेस्त,1,1
तवचारयि्,1,1
िावच्चकार,1,1
व्यासोतप,1,1
श्लोकािन्यान्बहूितप,1,1
वृक्षस्,1,1
वक्ष्यातम,1,1
शाखापुष्पफलोदयम्,1,1
स्वादुमेध्यरसोपेिमे,1,1
द्यच्छममरै,1,1
रतप,1,1
अिुक्रमतणकाध्यायां,1,1
वृत्ािां,1,1
सवूपवूणाम्,1,1
िैपायिुः,1,1
पुिमध्यापयु,1,1
च्छकम्,1,1
ििोऽेभ्यन्योऽिुरूपेभ्युः,1,1
तशेष्यभ्युः,1,1
ुप्रर्षतांष्ट,1,1
शिसहरातण,1,1
चकारान्याां,1,1
सांतहिाम्,1,1
तिांशच्छिसहरां,1,1
देवलोके,1,1
तपेत्र्य,1,1
पिदश,1,1
प्रोांक्त,1,1
रक्षोयेक्ष,1,1
चिुदूश,1,1
शिसहरां,1,1
मािुषेषु,1,1
स्कन्,1,1
स्प्त,1,1
अवू,1,1
तवद,1,1
सादिम्,1,1
देवातेश्चत्,1,1
असुयू,1,1
प्रचेिसो,1,1
यतज्ञयां,1,1
र्ागमािशुुः,1,1
उरा,1,1
सयो,1,1
ज्ोतिषा,1,1
तवेश्वषातमज्जतििा,1,1
ह्मब्रणामतस,1,1
तवबाध्या,1,1
परररापस्तमाांतस,1,1
ज्ोतिष्मिां,1,1
रथमृिस्,1,1
तिष्ठतस,1,1
