id,site,signs,pdr_reading,sanskrit,translation_yaj,coverage
3223.1,Mohenjo-daro,M324 731,kur-[731],ref:613.1,,0.5
3224.1,Mohenjo-daro,M051 M032 M364,pū/puḷ-koL-kur,saha-namana,O Mighty one[Nir] who bends the bow[Sāh],1.0
3225.1,Mohenjo-daro,M324 M058,kur-ke,anAn,"The prāṇas [TS][an=Prāṇa=Rudra; Prśna Up. 1.6, 2.9]",1.0
3226.1,Mohenjo-daro,M161 M086 M276 M002 M385,kur-oru-kur-kuṉ-kur,rava-varya,O Roaring[√रु अच्] excellent one[MBh],1.0
3227.1,Mohenjo-daro,M324 M194 M033 M316 M062 M060 M364,kur-kaṭ-puli-kur-erutu-kāṇṭāmirukam-kur,SAmam-aYja-han,O healing[MW] anointing[√अञ्ज् अच्] killer[RV][SR: bhiṣak],1.0
3228.1,Mohenjo-daro,M217 M070 M058 M230 M002 M385,kur-vēl-ke-kur-kuṉ-kur,ravasa-mahan,O Roaring[RV] great one[RV],1.0
3229.1,Mohenjo-daro,M324 M256 M188 M073 M002 M385,kur-kur-kur-kōṉ-kuṉ-kur,rava-mAKam,The Roarer's[√रु अच्] oblation[Hariv],1.0
3230.1,Mohenjo-daro,M217 M111 878,kur-kur-[878],naran BaRa,"O Bearer[√नॄ शतृ], O Roarer[√भण् अच्]",0.667
3232.1,Mohenjo-daro,M217 M058 M062 M364 M002 M385,kur-ke-erutu-kur-kuṉ-kur,ref:98.1,,1.0
3235.1,Mohenjo-daro,M086 M016,oru-kaḷiṟu,ref:1.1,,1.0
3236.1,Mohenjo-daro,M324 M061 M002 M385,kur-ka-kuṉ-kur,ref:132.1,,1.0
3237.1,Mohenjo-daro,M202 M086 M268,can-oru-kur,ref:930.2,,1.0
3240.1,Mohenjo-daro,M276 M342 M032 M349,kur-ay/ā-koL-kur,daha-Bava,"Scorching[RV][√दह् अच्] Rudra[AV,Bhp]",1.0
3242.1,Mohenjo-daro,M098 M097,āl-ku,ref:281.1,,1.0
3243.1,Mohenjo-daro,M368 M022,kur-kalam,yata,O controlled one[RV],1.0
3244.1,Mohenjo-daro,M324 M309 M194,kur-kur-kaṭ,ref:643.1,,1.0
3245.1,Mohenjo-daro,M301 M230 M324 M062 M002 M808,kur-kur-kur-erutu-kuṉ-ōṭu,tava mAnasam,Your[RV] spiritual aspect[VS],1.0
3246.1,Mohenjo-daro,M001 M086 M276 M154 M002 M385,tōḷ-oru-kur-kur-kuṉ-kur,rava A-varya,"O Roarer[√रु अच्], O eminent one[MBh]",1.0
3248.1,Mohenjo-daro,M098 M202 M055,āl-can-miN3,janI,One who contains all creatures[RV; जन इनि; SR: satvanāṃ pati; MBh: sarva],1.0
3249.1,Mohenjo-daro,M324 M031 M061 M031 M325 M035 M289,kur-kai-ka-kai-kur-po-kur,madAn nATAn,The joyful[RV] protectors[MBh],1.0
3250.1,Mohenjo-daro,M004 M003,kēḷ-kalam,ref:693.3,,1.0
3251.1,Mohenjo-daro,M324 M009 M092 M002 M385,kur-āṇ-elu-kuṉ-kur,ref:599.2,,1.0
3252.1,Mohenjo-daro,M046 M031 M033 M316 M058 M001 M154 M103,kaL-kai-puli-kur-ke-tōḷ-kur-kol,tad ama-aYja-ajara,Thus[ŚBr] O mighty[RV] anointing[√अञ्ज् अच्] undecaying[RV] one,1.0
3254.1,Mohenjo-daro,M238,kur,ref:1154.1,,1.0
3258.1,Mohenjo-daro,M324 M175,kur-katir,ref:26.1,,1.0
3259.1,Mohenjo-daro,M324 M055 M232 M058,kur-miN3-kur-ke,manman-jAn,O creator[√जन् क्विप्] of wisdom[RV],1.0
3260.1,Mohenjo-daro,M086 M035 M194,oru-po-kaṭ,sadAra,"With wife[ĀpŚr; =with sadhī, wife of Rudra-Manyu, BhP]",1.0
3261.1,Mohenjo-daro,M001 M091 M002 M230 M615,tōḷ-aru-kuṉ-kur-ci,naH vacya,The (prayer) to be spoken for us[RV],1.0
3262.1,Mohenjo-daro,M324 M009 M092 M002 M385,kur-āṇ-elu-kuṉ-kur,ref:599.2,,1.0
3263.1,Mohenjo-daro,M265 M324 M086 M276 M002 M385,kur-kur-oru-kur-kuṉ-kur,rava-varRam,The Roarer's[√रु अच्] color[RV](blueish red),1.0
3264.1,Mohenjo-daro,M182 M276 M794 732 M033 M359,kur-kur-ru-[732]-puli-kur,ucca-anu-vada,O one who repeats[अनु-वद] loudly[R][SR: uccairghoṣa][Sāy on AV 7.38.4 maduktameva anuvada],0.833
3265.1,Mohenjo-daro,M090 M324 M792 M002 M385,aintu-kur-uḷ-kuṉ-kur,ravata-tAna,O Roaring[ĀpŚr] resounder[√तन् अच्],1.0
3266.1,Mohenjo-daro,M592 M325 M060 M154,al-kur-kāṇṭāmirukam-kur,ref:2343.1,,1.0
3267.1,Mohenjo-daro,M385 M071 M368 M086 M276 M002 M385 M256 544,kur-nal-kur-oru-kur-kuṉ-kur-kur-[544],Dakka-rava vrata-tara,"O Destroying[धक्क्] roarer[√रु अच्], O highly ascetic[RV] one",0.889
3268.1,Mohenjo-daro,M324 M289 M017 M060 M050 M065 M103,kur-kur-kai-kāṇṭāmirukam-pār-kuTam-kol,tad nama-mahman,O that great[AV] one who turns away[√नम् अच्],1.0
3269.1,Mohenjo-daro,M324 M256 M188 M073,kur-kur-kur-kōṉ,ref:516.2,,1.0
3271.1,Mohenjo-daro,M217 M033 M316 M062,kur-puli-kur-erutu,ref:138.1,,1.0
3272.1,Mohenjo-daro,M324 M007 M210,kur-aaL-kur,ref:2499.1,,1.0
3273.1,Mohenjo-daro,M324 M332 M326,kur-intu-kur,ana-ram,The one who possesses[Śis] breath[ŚBr] (who breathes)[RV 10.129.2],1.0
3274.1,Mohenjo-daro,M324 M073 M316 M325 M412,kur-kōṉ-kur-kur-cūḷ,A-rARa-Anamam,O roaring[√रण्+घञ्] subduer[RV],1.0
3276.1,Mohenjo-daro,M090 M324 M062 M060 M001 M378,aintu-kur-erutu-kāṇṭāmirukam-tōḷ-kur,rAma mAna,O pleasant[MBh] honored one[√मन् घञ्],1.0
3278.1,Mohenjo-daro,M217 M033 M316 M056 M050 M002 M385,kur-puli-kur-miN4-pār-kuṉ-kur,rava mama aYjan,O My Roaring[√रु] anointer[√अञ्ज् शतृ][SR: bhiṣak],1.0
3279.1,Mohenjo-daro,M324 M009 M092 M002 M385,kur-āṇ-elu-kuṉ-kur,ref:599.2,,1.0
3280.1,Mohenjo-daro,M324 M215 M325 M060 M154,kur-kur-kur-kāṇṭāmirukam-kur,damana-DAna,O Subduing[MBh] bearer[BhP],1.0
3281.1,Mohenjo-daro,M086 M016 M002 M824,oru-kaḷiṟu-kuṉ-māṉ,ref:136.1,,1.0
3282.1,Mohenjo-daro,M217 M033 M316 M056 M060 M230,kur-puli-kur-miN4-kāṇṭāmirukam-kur,asama-maYjana,The unequalled[RV] Roarer[√मञ्ज्],1.0
3283.1,Mohenjo-daro,M098 M159 M382,āl-kur-kur,ref:557.2,,1.0
3284.1,Mohenjo-daro,M105 M031 M060 M378,kur-kai-kāṇṭāmirukam-kur,ramA,Splendor[Caṇ],1.0
3286.1,Mohenjo-daro,M324 M154 M005 M325 M086 M035,kur-kur-kōṉ-kur-oru-po,DAraRa-pAna,O Śiva's[Mbh] drink[RV](Soma),1.0
3287.1,Mohenjo-daro,M324 M098 M031 M061,kur-āl-kai-ka,ref:929.1,,1.0
3288.1,Mohenjo-daro,M324 M385 M382 M325 M316 M319,kur-kur-kur-kur-kur-kur,hanana rarARa,O Slaying[Hariv] Bountiful one[RV],1.0
3291.1,Mohenjo-daro,M268 M016,kur-kaḷiṟu,ref:2839.1,,1.0
3293.1,Mohenjo-daro,M117,ar,ref:1150.1,,1.0
3295.1,Mohenjo-daro,M324 M384 M032 M364 M002 M378,kur-kur-koL-kur-kuṉ-kur,ravas-saBam,The Roarer's[RV] council[RV],1.0
3296.1,Mohenjo-daro,M324 M927 M032 M325 M208,kur-na-koL-kur-kur,aSna-hAna,"O one who rids[VS,Gaut] us of Aśna[=agni; RV 2.20.5;RV 6.4.3]",1.0
3297.1,Mohenjo-daro,M324 M230 M463 M091 M326 M316 M032,kur-kur-ci-aru-kur-kur-koL,hanana Cada-han,"O slayer[Hariv], O covering[=Vṛtr, BhP] killer[RV vṛtrahan]",1.0
3299.1,Mohenjo-daro,M182 M070 M276 M495 M217 M056 M202 M385,kur-vēl-kur-iṭ-kur-miN4-can-kur,raRa-manA-A-vaha-da,The joyful[RV] zealous[RV] giver[द MBh] of rivers[वह Hcat],1.0
3300.1,Mohenjo-daro,M324 M048 M002 M385,kur-mu/muṉ-kuṉ-kur,ref:2093.1,,1.0
3301.1,Mohenjo-daro,M001 M031 M090 M032 M001 505,tōḷ-kai-aintu-koL-tōḷ-[505],A-mAhAya,For the all-measurer(Viṣṇu)[√माह् अच्],0.833
3302.1,Mohenjo-daro,M301 M230 M060 M002 M385,kur-kur-kāṇṭāmirukam-kuṉ-kur,ref:2043.1,,1.0
3303.1,Mohenjo-daro,M265 M046,kur-kaL,jaram,The old one[=Rudra vṛddha Sri Rudram],1.0
3304.1,Mohenjo-daro,M004 M160 M363,kēḷ-kur-kur,vyaya,disbursement[Mbh],1.0
3305.1,Mohenjo-daro,M324 M086 M276 M058 M050 M092 M230 M838 M002 M378,kur-oru-kur-ke-pār-elu-kur-kur-kuṉ-kur,ravasA azwamam varam,"By the roar[RV], the eighth[RV] boon[MBh]",1.0
3306.1,Mohenjo-daro,M090 M035 M002 M385,aintu-po-kuṉ-kur,rava-DAH,O roar[√रु अच्] bearer[धा],1.0
3308.1,Mohenjo-daro,M324 M096 M002 M385,kur-ōṭu-kuṉ-kur,ref:2679.1,,1.0
3311.1,Mohenjo-daro,M217 M154 M303 M050 M092,kur-kur-kur-pār-elu,tama-madan,O one who satisfies[√मद् शतृ] the biggest desires[Kir],1.0
3312.1,Mohenjo-daro,M001 M097 M031,tōḷ-ku-kai,ref:2199.1,,1.0
3313.1,Mohenjo-daro,M098 M364 M805,āl-kur-ru,SaSI,the Moon[ŚvetUp],1.0
3314.1,Mohenjo-daro,M324 M175 M364,kur-katir-kur,ref:157.1,,1.0
3315.1,Mohenjo-daro,M086 M869 M002 M385,oru-pōr-kuṉ-kur,rava rIra,O Roarer[√रु] O Śiva[Cat],1.0
3316.1,Mohenjo-daro,M004 M003,kēḷ-kalam,ref:693.3,,1.0
3317.1,Mohenjo-daro,M267 M099 M289,iN/in (genitive of)-kol/koḷ-kur,awa-ema,O one with the wandering[√अट् अच्; SR: cara] course[RV],1.0
3318.1,Mohenjo-daro,M230 M324 M050 M060 M297 M270,kur-kur-pār-kāṇṭāmirukam-kur-muḷ,talam-manaH,O Śiva[MBh]'s mind[RV],1.0
3319.1,Mohenjo-daro,M230 M003,kur-kalam,aSana,reaching across[Nir],1.0
3321.1,Mohenjo-daro,M592,al,navana,praising[Nalod],1.0
3322.1,Mohenjo-daro,M324 M067 M792 M325 M043,kur-kōṭṭāṉ-uḷ-kur-mu,manTat-tAwAn,The ones who churn[RV] and raise up[√तट् णिचि अच् amp](māruts),1.0
3324.1,Mohenjo-daro,M048 M316 M031,mu/muṉ-kur-kai,Anam,The breath[T; =Prāna/Rudra],1.0
3326.1,Mohenjo-daro,M217 M058 M364 M060 M378,kur-ke-kur-kāṇṭāmirukam-kur,rama Samana,O beloved[W] tranquil one[MBh][SR: Śiva śantamayā],1.0
3327.1,Mohenjo-daro,M324 M316 M346 M293 M064,kur-kur-kur-ta-va,rama unnama,O one who rises[उन्-√नम् Pañcat] Delightfully[√रम् णिचि अच्][SR: sumaṅgala],1.0
3328.1,Mohenjo-daro,M324 M086 M276 M325 M821,kur-oru-kur-kur-uḷ,rarARa-varam,The bountiful[RV] excellent one[RV],1.0
3329.1,Mohenjo-daro,M301 M230 M060 M002 M385,kur-kur-kāṇṭāmirukam-kuṉ-kur,ref:2043.1,,1.0
3330.1,Mohenjo-daro,M324 M154 M303,kur-kur-kur,ref:2894.1,,1.0
3331.1,Mohenjo-daro,M217 M215,kur-kur,ref:133.1,,1.0
3332.1,Mohenjo-daro,M324 M215 M210 M031 M002 M154 M615,kur-kur-kur-kai-kuṉ-kur-ci,nAva-adana,O praise-inspiring[√नु णिचि अप्] consumer[RV],1.0
3333.1,Mohenjo-daro,M324 M095,kur-vē,ref:892.2,,1.0
3334.1,Mohenjo-daro,M301 M230,kur-kur,ref:236.1,,1.0
3335.1,Unknown,M324 M082 M032 M002 M086 M276 M032,kur-pa-koL-kuṉ-oru-kur-koL,sva-rava-sahana,O mighty[Nir] in his own[RV] roar[RV],1.0
3338.1,Mohenjo-daro,M324 M194 M050 M092 M230,kur-kaṭ-pār-elu-kur,ahata-mahan,Unblemished[Bhp] great one[RV],1.0
3339.1,Mohenjo-daro,M090 M324 M058 M060 M202 M385,aintu-kur-ke-kāṇṭāmirukam-can-kur,raRa-mammana,O roaring[√रण् अच्] ever meditator[√मन् यङि अच्],1.0
3340.1,Mohenjo-daro,M324 M175 M058,kur-katir-ke,ref:316.1,,1.0
3341.1,Mohenjo-daro,M324 M910,kur-tu,ref:1118.1,,1.0
3342.1,Mohenjo-daro,M098 M090 M324 M035 M346 M061,āl-aintu-kur-po-kur-ka,tu pAnEH,I pray[RV] by the (Soma) draughts[RV],1.0
3343.1,Mohenjo-daro,M426 M003 M002 M110 M031,vāṉ-kalam-kuṉ-kur-kai,avavajya,"(Rudra) having gone away[√वज् ल्यप्][RV 2.15.6,3.1.2,10.28.4,10.157.5]",1.0
3344.2,Mohenjo-daro,M685,vāṉ,ref:201.1,,1.0
3345.1,Mohenjo-daro,M324 M256 M188 M073,kur-kur-kur-kōṉ,mAKaM,oblation[Hariv],1.0
3346.1,Mohenjo-daro,M324 M927 M062 M031,kur-na-erutu-kai,ref:1430.1,,1.0
3348.1,Mohenjo-daro,M324 M792,kur-uḷ,ref:2918.1,,1.0
3349.1,Mohenjo-daro,481 M324 M073 M293,[481]-kur-kōṉ-ta,mama anasva,"""O my[RV] wealthy one[न अस्व:MBh]""",0.75
3350.1,Mohenjo-daro,M031 M031 M230 M003,kai-kai-kur-kalam,jAhasa,O one who laughs intensely[√हस् यङ् अच्],1.0
3351.1,Mohenjo-daro,M098 M217 M033 M316 M058,āl-kur-puli-kur-ke,mAna-janI,Honored[MBh] wife[Ragh],1.0
3352.1,Mohenjo-daro,M324 M332 M316 M002 577,kur-intu-kur-kuṉ-[577],saMhavana-ram,The effector[śiś] of rightly sacrificing[W](havana also = Śiva),0.8
3353.1,Mohenjo-daro,M324 M096 M062 M002 M154 M003 M276,kur-ōṭu-erutu-kuṉ-kur-kalam-kur,vaja-ava-maTram,The stormy[RV] mighty[√वज् अच्] one who favors[RV][SR: reṣmiya],1.0
3354.1,Mohenjo-daro,M217 M033 M316 M051 M364,kur-puli-kur-pū/puḷ-kur,sa-nAman-aYjan,O one who anoints[√अञ्ज् शतृ] with[RV] his mark[RV],1.0
3355.1,Mohenjo-daro,M217 M062 M324 M276 M289,kur-erutu-kur-kur-kur,ref:2312.1,,1.0
3356.1,Mohenjo-daro,M098 M158 M215 M210,āl-kur-kur-kur,adyI,The lord of food[अद्य इनि; SR: andhasaspati],1.0
3357.1,Mohenjo-daro,M217 M050 M062 M060,kur-pār-erutu-kāṇṭāmirukam,ama-mammana,O mighty[RV] ever meditating one[√मन् यङि अच्](Rudra),1.0
3358.1,Mohenjo-daro,M301 M230 M325 M060 M154,kur-kur-kur-kāṇṭāmirukam-kur,damana-aSma,O one with the Subduing[MBh] Thunderbolt[RV],1.0
3359.1,Mohenjo-daro,M324 M086 M276 M032 M325 M301,kur-oru-kur-koL-kur-kur,manas-svaraM,The voice[MBh] of the spirit[Mn],1.0
3360.1,Mohenjo-daro,M401 M385 M283 M050,vē-kur-kur-pār,sam-pari,The one who thoroughly Wanders around(/sa/ elided)[R; SR:niceru],1.0
3361.1,Mohenjo-daro,M324 M175 M325 M086 M276,kur-katir-kur-oru-kur,varRAn,The varṇas (of men)[RV],1.0
3362.1,Mohenjo-daro,M001 M048,tōḷ-mu/muṉ,amya,O one who must be served[√अम् यत्],1.0
3364.1,Mohenjo-daro,M324 M095 M325 M060 M154,kur-vē-kur-kāṇṭāmirukam-kur,damana-tana,O Subduing[MBh] Roarer[√तन् अच्],1.0
3365.1,Mohenjo-daro,M324 M031 M066,kur-kai-cōḻ,gAn,The singers[√गै अच् amp],1.0
3366.1,Mohenjo-daro,M265 M051,kur-pū/puḷ,namanam,Salutation[MārkP],1.0
3367.1,Mohenjo-daro,M324 M927 M325 M060 M154,kur-na-kur-kāṇṭāmirukam-kur,damanAn,The subduing[MBh] ones,1.0
3368.1,Mohenjo-daro,680 M297 M325 M910,[680]-kur-kur-tu,naSana-anala-sakza,O one who overpowers[T] by destructive[√नश् ल्युट्] fire[Bhag],0.75
3369.1,Mohenjo-daro,M286 M645 M001 M202 M385,kur-pa-tōḷ-can-kur,raRa-akza,Roarer's eye[=rudrākṣa; W],1.0
3370.1,Mohenjo-daro,M324 M364,kur-kur,ref:39.1,,1.0
3371.1,Mohenjo-daro,M217 M050,kur-pār,ref:282.2,,1.0
3372.1,Mohenjo-daro,M324 M096 M062 M002 M154 M003 M276,kur-ōṭu-erutu-kuṉ-kur-kalam-kur,ref:3353.1,,1.0
3373.1,Mohenjo-daro,M324 M268 M230 M061 M188 M093 M324 M009 M092,kur-kur-kur-ka-kur-eTTu-kur-āṇ-elu,tAnAt Ahananam,Slaughter[AV] from the Roarer[√तन् अच्],1.0
3374.1,Mohenjo-daro,M268 M031 M001 M086 M108,kur-kai-tōḷ-oru-kaL,Kara-Anana,O harsh[MBh] faced[R][=ghora Śiva],1.0
3375.1,Mohenjo-daro,M324 M825 M002,kur-mu-kuṉ,ref:6.1,,1.0
3378.1,Mohenjo-daro,M217 M070 M033 M316 M058 M060 M364,kur-vēl-puli-kur-ke-kāṇṭāmirukam-kur,ref:3227.1,,1.0
3379.1,Mohenjo-daro,M324 M332 M605,kur-intu-iṭam,naran,"O one who carries (bow, sword etc)[√नॄ शतृ; SR: bibharṣi]",1.0
3380.1,Mohenjo-daro,M086 M016,oru-kaḷiṟu,ref:1.1,,1.0
3381.1,Mohenjo-daro,M001 M055,tōḷ-miN3,ref:85.1,,1.0
3383.1,Mohenjo-daro,M004 M031 M133,kēḷ-kai-kur,yAya,O wanderer[√या ण],1.0
3384.1,Mohenjo-daro,M202 M364 M031,can-kur-kai,ref:23.1,,1.0
3385.1,Mohenjo-daro,M188 M001 M031,kur-tōḷ-kai,ref:1266.1,,1.0
3386.1,Mohenjo-daro,M324 M172 M256,kur-kur-kur,kAn,O roarers[√कै अच् vmp],1.0
3387.1,Mohenjo-daro,M004 M031,kēḷ-kai,ref:1493.1,,1.0
3388.1,Mohenjo-daro,M349,kur,ref:159.1,,1.0
3389.1,Mohenjo-daro,M276 M316 M289 M154 M011,kur-kur-kur-kur-kaḷiṟu,tad manavaH,Those wise ones[VS],1.0
3390.1,Mohenjo-daro,M378 M086 M276,kur-oru-kur,vara-ra,O Giver[śiś] of boons[RV],1.0
3393.1,Mohenjo-daro,M324 M482 M060,kur-pa-kāṇṭāmirukam,ref:2001.1,,1.0
3394.1,Mohenjo-daro,M324 M360 M031 M002 M315 M355,kur-kur-kai-kuṉ-kur-lu,rasa-vAhana,O Bearer[Mbh] of Soma[R],1.0
3419.1,Mohenjo-daro,M324,kur,ref:26.1,,1.0
3420.1,Mohenjo-daro,M324,kur,ref:26.1,,1.0
3421.1,Mohenjo-daro,M217 M050 M032 M002 M385,kur-pār-koL-kuṉ-kur,ref:1479.1,,1.0
3427.1,Mohenjo-daro,M679 M324 M050 M032 M364 M001 M280 M289 M001 M095,kō-kur-pār-koL-kur-tōḷ-kur-kur-tōḷ-vē,Ama-vAha-sammAnaka,O who honors the Cow[RV] and bull[RV],1.0
3437.1,Mohenjo-daro,M086 M004 M002 M385,oru-kēḷ-kuṉ-kur,ref:401.1,,1.0
3453.1,Mohenjo-daro,M324 M332 M033 M316 M058 M364,kur-intu-puli-kur-ke-kur,Samam jaram,Alleviation[MBh] of old age[RV],1.0
3454.1,Mohenjo-daro,M268 M230 M033,kur-kur-puli,ref:552.1,,1.0
3455.1,Mohenjo-daro,M301 M230 M055 M058 M060 M325 M268 M518,kur-kur-miN3-ke-kāṇṭāmirukam-kur-kur-um,aMSam ama-majjasam,The Portion[RV] of Prāṇa's[ChUp. 5.2.6] marrow[Suśr][MBh 13.161: Rudra consumes marrow],1.0
3456.1,Mohenjo-daro,M060 M002 M065 834,kāṇṭāmirukam-kuṉ-kuTam-[834],tanva Amat,Tanva has served[√अम्],0.75
3458.1,Mohenjo-daro,M051,pū/puḷ,nAman,O Linga(sign)[RV],1.0
3459.1,Mohenjo-daro,M324 M009 M092 M230 M215 M091 M002 M385,kur-āṇ-elu-kur-kur-aru-kuṉ-kur,rava Cada-asTAna,O roarer[√रु] O coverer[=protector √छद् अच्] from impermanence[Jaim],1.0
3460.1,Mohenjo-daro,M241 M060,kur-kāṇṭāmirukam,ama-naman,O mighty one[RV] who draws a bow[√नम् शतृ][SR: आयच्छन्त्],1.0
3461.1,Mohenjo-daro,M301 M554 M001 M297 M076,kur-il-tōḷ-kur-naN,aSlezam,Hydra constellation[AV],1.0
3462.1,Mohenjo-daro,M324 M540 M002 M378,kur-aṉ-kuṉ-kur,rava-dAna,Roarer's[√रु] gift[RV],1.0
3463.1,Mohenjo-daro,M001 M086 M276 M002 M103 M349,tōḷ-oru-kur-kuṉ-kol-kur,datta-vavraya,O one gifted[RV] with aloofness[RV 8.40.2],1.0
3465.1,Mohenjo-daro,M241 M004 M276 M316 M794 732,kur-kēḷ-kur-kur-ru-[732],anUna-vaya-namana,Saluting the undiminished[RV] driver[√अज् अच्](Aja = Name of Śiva),0.833
3467.1,Mohenjo-daro,M385 M292 M276 M217 M515 M210,kur-kur-kur-kur-ka-kur,Ahan-vala-ra,O killer[RV] of Vṛtra(cave possessor)[RV; śiś],1.0
3468.1,Mohenjo-daro,M324 M221 M062 M060,kur-al-erutu-kāṇṭāmirukam,ama-mahan,O powerful[RV] mighty one[RV],1.0
3469.1,Mohenjo-daro,M808 M347 M061,ōṭu-ka-ka,tamata,"O desirous one[Uṇ; =prajāpati, PañcavBr]",1.0
3472.1,Mohenjo-daro,M324 M332 M315,kur-intu-kur,ref:930.2,,1.0
3473.1,Mohenjo-daro,M930 M070 M615 M417,māṉ-vēl-ci-ta,tatanaH Arava,"Pervade/Expand[RV 1.38.14 √तन् subj.], O howling[Pāṇ] one",1.0
3474.1,Mohenjo-daro,M001 M378 M280 M332 M316 635,tōḷ-kur-kur-intu-kur-[635],tat naravare,In that excellent[MBh] man[TS][=Indra RV 8.40.2 śaviṣṭham nṛṇām],0.833
3475.1,Mohenjo-daro,M324 M564 M060 M378,kur-ar-kāṇṭāmirukam-kur,ref:1619.1,,1.0
3476.1,Mohenjo-daro,M930,māṉ,ref:2318.1,,1.0
3477.1,Mohenjo-daro,593 M316,[593]-kur,anA aSvada,indeed[RV] horse[RV] giver[RV],0.5
3479.1,Mohenjo-daro,M324 M009 M011 M003,kur-āṇ-kaḷiṟu-kalam,ref:292.1,,1.0
3480.1,Mohenjo-daro,M217 M056 M002 M378,kur-miN4-kuṉ-kur,ref:2782.1,,1.0
3481.1,Mohenjo-daro,M324 M615 M020 M002 M385,kur-ci-kuṉ-kuṉ-kur,ref:1552.1,,1.0
3482.1,Mohenjo-daro,M324 M230 M327 M924 M256,kur-kur-kur-ru-kur,kAna-han,The roaring[√कै ल्युट्] killer[RV],1.0
3483.1,Mohenjo-daro,M324 M288 M050 M002 M026 M035 M346,kur-kur-pār-kuṉ-mā-po-kur,upya-vama BaRa,"O rain[KātyŚr] giver[√वम्], O Roarer[√भण् अच्][upya=to be scattered]",1.0
3484.1,Mohenjo-daro,M230 M058 M060,kur-ke-kāṇṭāmirukam,ama-maha,O mighty[RV] great[RV] one[SriRudram: ugaṇā tṛhatī],1.0
3485.1,Mohenjo-daro,M324 M011 M002 M325 M060 M154,kur-kaḷiṟu-kuṉ-kur-kāṇṭāmirukam-kur,damanavatam,"She who has the Subduer[MBh,Pāṇ][दमनवत् afs]",1.0
3486.1,Mohenjo-daro,M324 M335 M058 M002 M385,kur-kur-ke-kuṉ-kur,ref:1258.1,,1.0
3487.1,Mohenjo-daro,M874 M543 M091 M217 M001 M325 M794 M324,ki-ci-aru-kur-tōḷ-kur-ru-kur,muRan ca Dara,O who promises[मुण् शतृ] and Bears[MBh],1.0
3488.1,Mohenjo-daro,855 M297 M182,[855]-kur-kur,dala-haraH,"The Splitter (with arrows, Rudra/Śiva)[Suśr, MBh; SR: avabhindate]",0.667
3489.1,Mohenjo-daro,M051,pū/puḷ,namana,Saluting[MārkP],1.0
3490.1,Mohenjo-daro,M324 M364 M002 M378 M325,kur-kur-kuṉ-kur-kur,anarva-han,O unstoppable[RV] killer[RV],1.0
3494.1,Mohenjo-daro,M004 M389,kēḷ-kur,ralara raya,O Roaring[cf रलरोल:HPariś; cf:रल VarBṛS] Swift[Kāv] one,1.0
3496.1,Mohenjo-daro,M060 M256 M324 M067 M011 M002,kāṇṭāmirukam-kur-kur-kōṭṭāṉ-kaḷiṟu-kuṉ,vawa-A-tAna kam,O Well[RV] extended[आ-√तन् घञ्] Banyan tree[MBh],1.0
3497.1,Mohenjo-daro,M154 M110,kur-kur,ref:825.1,,1.0
3498.1,Mohenjo-daro,M324 544 M353 M325 M221 M154,kur-[544]-kur-kur-al-kur,dahana-CadaM,appearing as[RV] destruction[BhP],0.833
3501.1,Mohenjo-daro,M378 M280 813 541,kur-kur-[813]-[541],ahata-vara,O unblemished[Bhp; Sivagīta niṣkala] excellent one[MBh],0.5
3502.1,Mohenjo-daro,M324 M061 M002 M098 M703,kur-ka-kuṉ-āl-ku,A-nivatam,The one from the depths[RV][SR: budhniya],1.0
3504.1,Mohenjo-daro,M324 M172 M002 M378,kur-kur-kuṉ-kur,ravARa,roaring[√रु Ved],1.0
3505.1,Mohenjo-daro,M324 M288 M017 M002 M378,kur-kur-kai-kuṉ-kur,ref:1181.1,,1.0
3506.1,Mohenjo-daro,M324 M095 M265 M002 M378,kur-vē-kur-kuṉ-kur,ref:1110.1,,1.0
3508.1,Mohenjo-daro,M324 M096 M060,kur-ōṭu-kāṇṭāmirukam,amatram,The mighty one[=Indra; RV 1.61.9],1.0
3509.1,Mohenjo-daro,M217 M050 M002 M385,kur-pār-kuṉ-kur,ref:2782.1,,1.0
3511.1,Mohenjo-daro,M265 M217 M056 M062 M002 M456,kur-kur-miN4-erutu-kuṉ-ay,ASavam manam,The swift[Pāṇ] one who spirit[RV],1.0
3512.1,Mohenjo-daro,M241 M326 M041,kur-kur-pēr,A An naman,"Completely[RV] worshipping[√नम् शतृ], O Prāṇa[√अन् =Rudra]",1.0
3513.1,Mohenjo-daro,M324 M032 M349 M060 M002 M385,kur-koL-kur-kāṇṭāmirukam-kuṉ-kur,rava ama-dahana,"O Roarer[√रु अच्], O powerful[RV] destroyer[Hariv]",1.0
3516.1,Mohenjo-daro,M324 M332 M335 M002 M033 M316,kur-intu-kur-kuṉ-puli-kur,aYja-vamram,The anointing[√अञ्ज् अच्] Vamra[Name],1.0
3517.1,Mohenjo-daro,M324 M256 M188 M073 M058,kur-kur-kur-kōṉ-ke,ref:2465.1,,1.0
3519.1,Mohenjo-daro,M232 M050 M032 M002 M003 M032,kur-pār-koL-kuṉ-kalam-koL,svavaSaM namana,willing[MBh] salutations[MārkP],1.0
3521.1,Mohenjo-daro,M217 M058 M031 M002 M385,kur-ke-kai-kuṉ-kur,rava Amana,O Roarer[√रु अच्] O affectionate one[TS],1.0
3522.1,Mohenjo-daro,M022,kalam,ref:182.1,,1.0
