id,site,signs,pdr_reading,sanskrit,translation_yaj,coverage
319.1,Harappa,M098 M073 M098 M342 M154 M001,āl-kōṉ-āl-ay/ā-kur-tōḷ,A-BImI,From[RV] the terrible[RV] one,1.0
321.1,Unknown,M090 M324 M103 M325 M066,aintu-kur-kol-kur-cōḻ,gaRAnAm,"Of the Gaṇās[RV 2.23.1], Brahmanaspati/Ganapati prayer",1.0
322.1,Harappa,M217 M033 M316 M056 M092 M364,kur-puli-kur-miN4-elu-kur,haWa-maYjana,O one with the violent Roar[√मञ्ज् ल्युट्],1.0
326.1,Harappa,M032,koL,ref:34.1,,1.0
327.1,Harappa,M324,kur,ref:122.1,,1.0
328.1,Harappa,M032,koL,ref:34.1,,1.0
330.1,Harappa,M310,kur,ref:122.1,,1.0
331.1,Harappa,M031,kai,ref:179.1,,1.0
332.1,Harappa,M032,koL,ref:34.1,,1.0
333.1,Harappa,M032,koL,ref:34.1,,1.0
334.1,Harappa,M034,tōḷ,caH,O wanderer[√चर् क्विप्],1.0
335.1,Harappa,M230,kur,aha,Granted[Pāṇ],1.0
337.1,Harappa,M033,puli,jaH,food/what is eaten[W],1.0
339.1,Harappa,M001,tōḷ,ref:179.1,,1.0
340.1,Harappa,M001,tōḷ,ref:179.1,,1.0
341.1,Harappa,M002,kuṉ,vaH,O who shines[√वस् vms],1.0
342.1,Harappa,M002,kuṉ,ref:341.1,,1.0
343.1,Harappa,M032,koL,ref:34.1,,1.0
344.1,Harappa,M004,kēḷ,ref:334.1,,1.0
345.1,Harappa,M003,kalam,ref:337.1,,1.0
346.1,Harappa,M032,koL,ref:34.1,,1.0
347.1,Harappa,M033,puli,ref:337.1,,1.0
348.1,Harappa,M032,koL,ref:34.1,,1.0
349.1,Harappa,M002,kuṉ,ref:341.1,,1.0
350.1,Harappa,M002,kuṉ,ref:341.1,,1.0
351.1,Harappa,M031,kai,ref:179.1,,1.0
352.1,Harappa,M031,kai,ref:179.1,,1.0
353.1,Harappa,M004,kēḷ,ref:334.1,,1.0
354.1,Harappa,M033,puli,ref:337.1,,1.0
355.1,Harappa,M031 M999 M032,kai-mu-koL,hA,The Killer[nms. √हन्],1.0
356.1,Harappa,M002,kuṉ,ref:341.1,,1.0
357.1,Harappa,M032,koL,ref:34.1,,1.0
358.1,Harappa,M031,kai,ref:179.1,,1.0
359.1,Harappa,M033,puli,ref:337.1,,1.0
360.1,Harappa,M032,koL,ref:34.1,,1.0
361.1,Harappa,M004,kēḷ,ref:334.1,,1.0
363.1,Harappa,M032,koL,ref:34.1,,1.0
364.1,Harappa,M003 M003,kalam-kalam,jajja,O Swift one[DaivBr],1.0
365.1,Harappa,M698,ōṭu,anan,One who breathes[√अन् शतृ RV 10.129.2],1.0
366.1,Harappa,M032,koL,ref:34.1,,1.0
367.1,Harappa,M032,koL,ref:34.1,,1.0
370.1,Harappa,M296 M324 M335 M324 M194 M002 M154 M491,kur-kur-kur-kur-kaṭ-kuṉ-kur-tu,aDva-sammAnaH,The way[Naigh] of honor[MBh],1.0
370.2,Harappa,M310 M032 M324 M335 M289 M099,kur-koL-kur-kur-kur-kol/koḷ,imam aMSam,This (Soma) portion,1.0
371.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
371.2,Harappa,M324 M031 M001 M011,kur-kai-tōḷ-kaḷiṟu,tAna,O roarer[√तन् अच्],1.0
372.1,Harappa,M047,min/mīn,ajA,Prakṛti[ŚvetUp],1.0
373.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
373.2,Harappa,M230 M003 M188,kur-kalam-kur,ojaH,O vital energy[RV; =Prāṇa=Rudra],1.0
374.2,Harappa,M086 M003 M060 M230,oru-kalam-kāṇṭāmirukam-kur,aSma-jara,O one who destroys[√जॄ अच्] with the thunderbolt[RV],1.0
375.1,Harappa,M310 M036,kur-tiru,ref:39.1,,1.0
375.2,Harappa,M092 M310 M033 M346,elu-kur-puli-kur,ud-jAnta,out of the consumed[√जम् क्त][SR: anneśu vividhyanti],1.0
377.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
377.2,Harappa,M167 M316,kur-kur,ref:250.2,,1.0
378.1,Harappa,M324 M086 M276 M060 M230,kur-oru-kur-kāṇṭāmirukam-kur,asama-varam,Unequalled[RV] Excellence[MBh],1.0
379.1,Harappa,M086 M005,oru-kōṉ,ref:232.1,,1.0
382.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
382.2,Harappa,M098 M324 M061 M011,āl-kur-ka-kaḷiṟu,tatAni,The bent (bows)[MBh],1.0
383.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
383.2,Harappa,M324 M031 M001 M011,kur-kai-tōḷ-kaḷiṟu,ref:371.2,,1.0
384.1,Harappa,M355,lu,ref:276.1,,1.0
385.1,Harappa,M200,kur,ref:196.1,,1.0
386.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
386.2,Harappa,M098 M268 M829,āl-kur-iṉ,sananI,One with gains[सनन इनि; =īśāna],1.0
388.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
389.1,Harappa,M167 M316,kur-kur,ref:250.2,,1.0
390.1,Harappa,M868 M316 M276,gi-kur-kur,ref:234.1,,1.0
390.2,Harappa,M098 M004 M188 M073,āl-kēḷ-kur-kōṉ,ref:234.2,,1.0
392.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
392.2,Harappa,M098 M137,āl-kuṟ,ref:281.1,,1.0
393.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
394.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
394.2,Harappa,M086 M004 M221 M108 M325 M276,oru-kēḷ-al-kaL-kur-kur,vaNkaS-caraH,The crookedly moving(Wandering) one[√वङ्क् घञ् - √चर् अच्],1.0
395.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
395.2,Harappa,M200 M316 M380,kur-kur-kur,ref:270.1,,1.0
396.1,Harappa,M034 M310,tōḷ-kur,aYca,"O one who bends away[RV 2.15.6,3.1.2,10.28.4,10.157.5]",1.0
396.2,Harappa,M098 M775 M516,āl-vi-ay,asrI,The tears giver(Śiva)[अस्र इनि],1.0
397.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
397.2,Harappa,M238 M324 M194 M056,kur-kur-kaṭ-miN4,maha-aMSI,The one deserving of a great[RV] share[Yajñ],1.0
400.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
400.2,Harappa,M324 M031 M001 M011,kur-kai-tōḷ-kaḷiṟu,ref:371.2,,1.0
401.1,Harappa,M086 M004 M002 M385,oru-kēḷ-kuṉ-kur,rava-cara,O Roaring[√रु अच्] wanderer[MBh],1.0
402.2,Harappa,M217 M033 M316 M060 M368 M002 M385,kur-puli-kur-kāṇṭāmirukam-kur-kuṉ-kur,ravata-ama-aYjan,O roaring[ĀpŚr] mighty[RV] anointer[अञ्ज् शतृ],1.0
403.1,Harappa,M324 M515 M126,kur-ka-kur,A-dahan,O one who burns totally[√दह् शतृ],1.0
405.1,Harappa,M256 M202 M385,kur-can-kur,raRaka,O Raṇaka[BhP],1.0
405.2,Harappa,M324 M270 M062 M031 M032 M346,kur-muḷ-erutu-kai-koL-kur,uzA-maTan,O stirrer[√मथ् शतृ] of dawn[RV][SR: aruṇa],1.0
406.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
406.2,Harappa,M098 M324 M009 M062,āl-kur-āṇ-erutu,mAnI,The honored one[MBh],1.0
407.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
407.2,Harappa,M824 M032 M578 M092,māṉ-koL-il-elu,ref:222.1,,1.0
407.3,Harappa,M324 M332 M349 M799,kur-intu-kur-āl,ref:222.2,,1.0
409.1,Harappa,M032 M310,koL-kur,aMSa,O aṃśa [An Aditya deity RV 2.27.1],1.0
409.2,Harappa,M086 M035 M002 M385,oru-po-kuṉ-kur,rava-para,The supreme[RV] Roarer[√रु अच्],1.0
410.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
410.2,Harappa,M098 M324 M172 M062,āl-kur-kur-erutu,ref:406.2,,1.0
411.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
414.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
414.2,Harappa,M032 M154 M491,koL-kur-tu,A-daha,O one who burns[√दह् अच्],1.0
415.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
415.2,Harappa,M098 M297 M352 M182 M276 M324 M194,āl-kur-tu-kur-kur-kur-kaṭ,saM-vaDa-caliH,He who is the complete[RV] cover(protection)[W] from destruction[RV],1.0
416.1,Harappa,M050 M058,pār-ke,ref:149.1,,1.0
417.1,Harappa,M098 M090,āl-aintu,ref:281.1,,1.0
418.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
418.2,Harappa,M238 M324 M194 M056,kur-kur-kaṭ-miN4,ref:397.2,,1.0
419.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
419.2,Harappa,M098 M202 M325,āl-can-kur,ananI,The breathing one[अनन इनि],1.0
420.1,Harappa,M090 M009 M092 M320,aintu-āṇ-elu-kur,dattA,Given[RV] (Woman's name[Pat]),1.0
422.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
422.2,Harappa,M324 M384 M031,kur-kur-kai,A-BAn,O fully resplendent one[√भा शतृ],1.0
423.1,Harappa,M098 M324 M194 M060,āl-kur-kaṭ-kāṇṭāmirukam,ama-SaniH,The mighty[RV] Śiva[W],1.0
424.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
424.2,Harappa,M324 M642 M062 M060 M256,kur-pa-erutu-kāṇṭāmirukam-kur,kam maTan,O excellent[TS] Destroyer[√मथ् शतृ],1.0
425.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
425.2,Harappa,M324 M143 M067,kur-maṇ-kōṭṭāṉ,ref:316.1,,1.0
426.1,Harappa,M086 M355 M032,oru-lu-koL,Sara-ra,O arrow[MBh] possessor[śiś],1.0
427.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
427.2,Harappa,M098 M324 M320,āl-kur-kur,dAnI,The generous one[Bhp],1.0
428.1,Harappa,M310,kur,ref:122.1,,1.0
430.1,Harappa,M086 M004 M020,oru-kēḷ-kuṉ,A-cara,O fully wandering one[cara=wander; RV 10.95.16],1.0
433.1,Harappa,M324 M843,kur-iṉ,sa-dahana,O one with the dahana fire[MBh; Sri Rudram: trikāgni],1.0
433.2,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
434.1,Harappa,M310 M034 M001,kur-tōḷ-tōḷ,acaM,The (quick) moving one[√अच् अच्; Sri Rudram:śīghriya],1.0
435.1,Harappa,M031,kai,ref:179.1,,1.0
437.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
437.2,Harappa,M217 M062,kur-erutu,ref:282.2,,1.0
438.2,Harappa,M824 M182 M099,māṉ-kur-kol/koḷ,ref:295.1,,1.0
440.1,Harappa,M099,kol/koḷ,ref:305.1,,1.0
442.1,Harappa,M032,koL,ref:34.1,,1.0
443.1,Harappa,M031,kai,ref:179.1,,1.0
444.1,Harappa,M032,koL,ref:34.1,,1.0
445.1,Harappa,M032,koL,ref:34.1,,1.0
446.1,Harappa,M033,puli,ref:337.1,,1.0
447.1,Harappa,M033 M378,puli-kur,ref:218.2,,1.0
448.1,Harappa,M111 M332 M111 M002 M378,kur-intu-kur-kuṉ-kur,rava-Barba,O Roaring[√रु अच्] destroyer[√भर्ब् अच्],1.0
453.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
453.2,Harappa,M324 M385 M491,kur-kur-tu,arRa,O one who is the Ocean[RV Sri Rudram: arRa]/ in the waves[RV; Sri Rudram:Ūrmya],1.0
454.1,Harappa,M324 M385 M491,kur-kur-tu,ref:453.2,,1.0
455.1,Harappa,M324 M332 M062,kur-intu-erutu,mfRan,O killer[√मृण् शतृ],1.0
456.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
458.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
458.2,Harappa,M098 M324 M067 M009,āl-kur-kōṭṭāṉ-āṇ,amaniH,The path[Uṇ; SR: pathya],1.0
459.1,Harappa,M824 M182 M099,māṉ-kur-kol/koḷ,ref:295.1,,1.0
459.2,Harappa,M324 M009 M092,kur-āṇ-elu,tAna,O roarer[√तन् अच्],1.0
461.1,Harappa,M310 M031,kur-kai,ref:26.1,,1.0
461.2,Harappa,M324 M182,kur-kur,ref:133.1,,1.0
463.1,Harappa,M310 M032 M256 M202 M385,kur-koL-kur-can-kur,raRaka-han,O Kāma[Apte] killer[RV],1.0
463.2,Harappa,M098 M324 M194,āl-kur-kaṭ,ref:260.2,,1.0
464.1,Harappa,M086 M003,oru-kalam,jara,O old one[=Rudra; vṛddha Sri Rudram],1.0
466.1,Harappa,M002 M378,kuṉ-kur,ref:30.1,,1.0
466.2,Harappa,M385 M003,kur-kalam,ref:464.1,,1.0
467.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
467.2,Harappa,M324 M194 M050,kur-kaṭ-pār,mahan,O bestower[√मह् शतृ],1.0
468.1,Harappa,M034 M310,tōḷ-kur,ref:396.1,,1.0
468.2,Harappa,M098 M775 M516,āl-vi-ay,ref:396.2,,1.0
469.1,Harappa,M324 M332 M062,kur-intu-erutu,ref:455.1,,1.0
470.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
470.2,Harappa,M004,kēḷ,ref:182.1,,1.0
472.1,Harappa,M301 M230 M060,kur-kur-kāṇṭāmirukam,A-maham,Fully[RV] mighty[RV](=The giver[RV 7.97.2]),1.0
472.2,Harappa,M824 M182 M099,māṉ-kur-kol/koḷ,ref:295.1,,1.0
476.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
476.2,Harappa,M002 M385 M095,kuṉ-kur-vē,taravaH,O swift ones[RV][तरु vmp],1.0
477.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
478.1,Harappa,M310,kur,ref:26.1,,1.0
478.2,Harappa,M098,āl,ref:305.1,,1.0
479.1,Harappa,M217 M050 M092 M060 M154,kur-pār-elu-kāṇṭāmirukam-kur,dama-tman,The subduing[MBh] vital spirit(Prāṇa)[RV],1.0
480.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
480.2,Harappa,M098 M324 M332 M111,āl-kur-intu-kur,BaraRiH,Bharaṇi stellar mansion[AV],1.0
481.1,Harappa,M217 M050 M092,kur-pār-elu,ref:221.1,,1.0
481.2,Harappa,M110,kur,ref:26.1,,1.0
484.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
484.2,Harappa,M824 M032 M578 M092,māṉ-koL-il-elu,ref:222.1,,1.0
484.3,Harappa,M324 M332 M349 M799,kur-intu-kur-āl,ref:222.2,,1.0
485.1,Harappa,M310 M032 M050,kur-koL-pār,ref:467.2,,1.0
485.2,Harappa,M217 M050 M092 M062 M364,kur-pār-elu-erutu-kur,sama-tman,O one who is every[RV] soul[RV],1.0
487.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
488.1,Harappa,M034 M310,tōḷ-kur,ref:396.1,,1.0
488.2,Harappa,M002 M385 M095,kuṉ-kur-vē,ref:476.2,,1.0
489.1,Harappa,M086 M003,oru-kalam,ref:464.1,,1.0
490.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
490.2,Harappa,M098 M324 M032 M015,āl-kur-koL-mā,pazaRI,One with binding (=पाष noose)[√पष् ल्युट् इनि][SR: pāśa],1.0
491.1,Harappa,M221 M276 M031 M050,al-kur-kai-pār,mA vaza,Do not[RV] kill[√वष् लोट् 2s] (us),1.0
491.2,Harappa,M211 M091 M325 M060 M154,kol-aru-kur-kāṇṭāmirukam-kur,damana-cama,O Subduing[Mbh] Consumer[√चम् अच्],1.0
493.1,Harappa,M032,koL,ref:34.1,,1.0
494.1,Harappa,M098 M324 M009 M194 M193,āl-kur-āṇ-kaṭ-ḷā,sahAni,May I prevail[√सह् लोट् 1s],1.0
497.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
498.1,Harappa,M035 M310 M033,po-kur-puli,janaDAH,The one nourishing creatures[TBr],1.0
499.1,Harappa,M310 M033 M202 M091,kur-puli-can-aru,Ana-jAna,O origin[RV] of prāṇa(Rudra)[Praśna Up. 2.9],1.0
499.2,Harappa,M310 M033 M098 M324 M110,kur-puli-āl-kur-kur,vARijam,A merchant[TBr] (Also Name  of Śiva),1.0
501.1,Harappa,M534 M231,aṉ-kur,ahaH,Ahar(A Vasu deity)[MBh],1.0
502.1,Harappa,M086 M003,oru-kalam,ref:464.1,,1.0
504.1,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
506.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
506.2,Harappa,M001 M324 M221,tōḷ-kur-al,A-mAnya,O most honorable one[Mbh; =Rudra;Sri Rudram: śruta],1.0
508.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
508.2,Harappa,M001 M324 M053,tōḷ-kur-mi,nama-anya,"The inexhaustible[AV] one who turns away[√नम् अच्] [RV 2.15.6,3.1.2,10.28.4,10.157.5]",1.0
509.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
509.2,Harappa,M001 M324 M053,tōḷ-kur-mi,ref:508.2,,1.0
510.1,Harappa,M310 M004,kur-kēḷ,ref:198.2,,1.0
510.2,Harappa,M217 M070 M073 M368,kur-vēl-kōṉ-kur,tama-han,O killer[RV] of Darkness[RV],1.0
511.1,Harappa,M310,kur,ref:26.1,,1.0
512.2,Harappa,M098 M525 M230 M033 M316 M062,āl-mu-kur-puli-kur-erutu,maYja-aSmI,The roaring[√मञ्ज् अच्] thunderbolt weilder[इनि],1.0
513.1,Harappa,M324 M061 M002 M221 M420 M032,kur-ka-kuṉ-al-ru-koL,haya-savatAm,Of the Horse[RV] drivers[√सु शतृ gmp] [SR: aśvapati],1.0
515.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
515.2,Harappa,M217 M062,kur-erutu,ref:282.2,,1.0
516.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
516.2,Harappa,M324 M256 M188 M073,kur-kur-kur-kōṉ,mAKam,Oblation[Hariv],1.0
518.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
518.2,Harappa,M002 M385 M095,kuṉ-kur-vē,ref:476.2,,1.0
519.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
519.2,Harappa,M086 M004 M155 M086,oru-kēḷ-ka-oru,raya-cara,The quick[Kāv] mover[MBh],1.0
520.1,Harappa,M098 M098,āl-āl,ref:281.1,,1.0
526.1,Harappa,M098 M217 M058,āl-kur-ke,maRiH,Jewel[RV](also a personal name),1.0
528.1,Harappa,M942,ci,amatA,The imperceptible one[ŚBr; =Brahman BṛĀr.Up. 3.8.8],1.0
529.1,Harappa,M002,kuṉ,ref:341.1,,1.0
530.1,Harappa,M004 M011,kēḷ-kaḷiṟu,taya,O Protector[√तय् अच्],1.0
532.1,Harappa,M868 M316 M276,gi-kur-kur,ref:234.1,,1.0
532.2,Harappa,M310 M034 M098 M525 M230,kur-tōḷ-āl-mu-kur,ASam icCAm,Desire[Yājñ] for food[ŚBr],1.0
533.1,Harappa,M090 M324 M010 M031,aintu-kur-paṭ-kai,A-Ana,O praṇa's[√अन् nms] breath[T],1.0
534.1,Harappa,M098 M324 M637,āl-kur-um,tAnI,The roarer[√तन् घञ् इनि],1.0
535.1,Harappa,M324 M032 M349,kur-koL-kur,dahan,O burning one[√दह् शतृ],1.0
535.2,Harappa,M324 M032 M349,kur-koL-kur,ref:535.1,,1.0
537.1,Harappa,M324 M086 M276 M002 M385,kur-oru-kur-kuṉ-kur,rava-varam,The Roaring[√रु अच्] excellent one[MBh],1.0
542.1,Harappa,M040 M033,ri-puli,jAna,O Origin[RV],1.0
544.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
544.2,Harappa,M098 M324 M032 M028,āl-kur-koL-cōḻ,ASasanI,O slaughterer[RV आशसन इनि],1.0
546.1,Harappa,M310,kur,ref:26.1,,1.0
547.1,Harappa,M310,kur,ref:26.1,,1.0
548.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
548.2,Harappa,M098 M324 M194 M791,āl-kur-kaṭ-iṭ,dahanI,The destroying one[BhP],1.0
549.1,Harappa,M034 M310,tōḷ-kur,ref:396.1,,1.0
549.2,Harappa,M098 M324 M032 M027,āl-kur-koL-māṟ,ref:494.1,,1.0
550.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
550.2,Harappa,M098 M324 M194 M519,āl-kur-kaṭ-iṭ,sahasAnI,Possessor of the mighty ones(maruts)[सहसान इनि],1.0
552.1,Harappa,M268 M230 M003,kur-kur-kalam,jA-aSnan,The consuming[√अश् शतृ] creator[जन् nms.],1.0
553.2,Harappa,M050,pār,ref:250.1,,1.0
554.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
554.2,Harappa,M098 M090 M324 M098 M090,āl-aintu-kur-āl-aintu,EnEH,"by the Aina[MBh, imp] people",1.0
556.1,Harappa,M824 M182 M099,māṉ-kur-kol/koḷ,ref:295.1,,1.0
556.2,Harappa,M098 M324 M141,āl-kur-kur,awAni,The Wanderers[√अट् अच् ; =maruts RV 4.6.10],1.0
557.1,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
557.2,Harappa,M098 M153 M118,āl-pu-car,rayiH,Wealth[RV; =Vaiśvānara Ātman Ch. Up],1.0
559.1,Harappa,M324 M110 M031,kur-kur-kai,avana,O Preserver[Dharmaś],1.0
559.2,Harappa,M298 M091 M182 M276,kur-aru-kur-kur,vaDa-cala,O killing[RV] wanderer[MBh],1.0
560.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
560.2,Harappa,M098 M051 M058,āl-pū/puḷ-ke,manA-amaniH,The way[Uṇ] of devotion[RV],1.0
561.2,Harappa,M033 M711 M335 M289 M099,puli-ma-kur-kur-kol/koḷ,imam mfjam,This destroyer[BhP],1.0
567.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
567.2,Harappa,M098 M324 M032 M349,āl-kur-koL-kur,ref:548.2,,1.0
569.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
569.2,Harappa,M098 M324 M154 M303 M058 M062 M230,āl-kur-kur-kur-ke-erutu-kur,asamam madAni,May I rejoice[√मद् लोट् 1s] the unequalled[RV],1.0
570.1,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
570.2,Harappa,M324 M256 M188 M073 M055,kur-kur-kur-kōṉ-miN3,jama-akan,The moving[√जम् अच्] wanderer[अक शतृ],1.0
574.1,Harappa,M090 M324 M062 M060,aintu-kur-erutu-kāṇṭāmirukam,amamAna,O ever roaring one[√अम् चानश्],1.0
578.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
578.2,Harappa,M098 M090 M324 M009 M086 M056,āl-aintu-kur-āṇ-oru-miN4,mara-anEH,By the killing[RV 2.13.8] breaths[ŚBr],1.0
580.1,Harappa,M310,kur,ref:122.1,,1.0
581.1,Harappa,M851 M324 M316 M924 M004,al-kur-kur-ru-kēḷ,raRanAya,for the roar[√रण् ल्युट् dns][L>R],1.0
581.2,Harappa,M310 M033 M711 M335 M289 M099,kur-puli-ma-kur-kur-kol/koḷ,ref:300.2,,1.0
585.1,Harappa,M098 M324 M194,āl-kur-kaṭ,ref:260.2,,1.0
589.1,Harappa,M221 M276 M031 M050,al-kur-kai-pār,ref:491.1,,1.0
589.2,Harappa,M211 M091 M325 M060 M154,kol-aru-kur-kāṇṭāmirukam-kur,ref:491.2,,1.0
590.1,Rahman-deri,M316,kur,ref:122.1,,1.0
592.1,Harappa,M098 M004 M364 M467,āl-kēḷ-kur-iṭam,kzayI,The destroyer[MBh; Paṇ 3.2.157],1.0
593.1,Harappa,M310 M033,kur-puli,ref:212.1,,1.0
593.2,Harappa,M324 M009 M193 M270 M316,kur-āṇ-ḷā-muḷ-kur,anta-hAna,O destroyer[Gaut] of death[Bhag][SR: mṛtyuṃjaya],1.0
594.1,Harappa,M032 M355 M031,koL-lu-kai,arha,"O one deserving of worship[=rudra, RV 2.33.10]",1.0
594.2,Harappa,M324 M332 M193 M002 M385,kur-intu-ḷā-kuṉ-kur,rava-haraRa,O Roar[RV] carrying[ĀśvGṛ] one,1.0
595.2,Harappa,M098 M698,āl-ōṭu,ananI,the breathing one[Nir],1.0
596.1,Harappa,M310 M032,kur-koL,ref:39.1,,1.0
596.2,Harappa,M324 M194 M033 M316 M060,kur-kaṭ-puli-kur-kāṇṭāmirukam,ama-aYja-han,O mighty[RV] anointing[√अञ्ज् अच् SR: bhiṣak] killer[RV],1.0
597.1,Harappa,M324 M256 M436 M073,kur-kur-mu-kōṉ,ref:516.2,,1.0
598.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
598.2,Harappa,M098 M137,āl-kuṟ,ref:281.1,,1.0
599.1,Harappa,M032 M310,koL-kur,ref:409.1,,1.0
599.2,Harappa,M324 M031 M062 M002 M385,kur-kai-erutu-kuṉ-kur,rava-tAna,O Roar[RV] resounder[√तन् अच्],1.0
601.1,Harappa,M324 M332 M070 M073 M368,kur-intu-vēl-kōṉ-kur,tama-haraRa,O remover[MBh] of darkness[RV],1.0
601.2,Harappa,M324 M332 M463 M495 M062 M092,kur-intu-ci-iṭ-erutu-elu,tma-ADaran,O bearer[आ-√धृ शतृ] of souls[RV],1.0
602.1,Harappa,M145,miṭ,cA,The Injurer[√चन् nms],1.0
603.1,Harappa,M158 M805 M480,kur-ru-vi,sahya,O Bearer[MBh; SR: sahamāna],1.0
609.1,Harappa,M034 M316,tōḷ-kur,ref:396.1,,1.0
610.1,Harappa,M032,koL,ref:34.1,,1.0
612.1,Harappa,M033,puli,ref:337.1,,1.0
613.1,Harappa,M217 M060,kur-kāṇṭāmirukam,Amana,O affectionate one[TS],1.0
614.1,Harappa,M310,kur,ref:122.1,,1.0
615.1,Harappa,M032,koL,ref:34.1,,1.0
621.1,Harappa,M002 M385 M095,kuṉ-kur-vē,ref:476.2,,1.0
621.2,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
622.1,Harappa,M158 M838 M470,kur-kur-āl,kzaya,O destroyer[TS; SR:kṣayadvīra],1.0
623.1,Harappa,M086 M003 M002 M293 M293,oru-kalam-kuṉ-ta-ta,malla-vajra,O one with the mighty[MBh] Vajra[RV],1.0
624.1,Harappa,M310 M034,kur-tōḷ,ref:198.2,,1.0
624.2,Harappa,M098 M525 M554,āl-mu-il,aSmI,"The one with stones[अश्म इनि nom.m.s; =kiṃśila, Sri Rudram]",1.0
625.1,Harappa,M003 M408,kalam-kur,ref:218.2,,1.0
626.1,Harappa,M033 M033 M324 M031 M061 M011 M002 546,puli-puli-kur-kai-ka-kaḷiṟu-kuṉ-[546],deva-tatAn jaja,"The gods and fore-fathers[RV], O warrior[Śis]",0.875
627.1,Harappa,M310 M004,kur-kēḷ,ref:198.2,,1.0
627.2,Harappa,M098 M001 M097,āl-tōḷ-ku,AyI,The hastening one[TS आयिन् nms],1.0
628.1,Harappa,M032 M032 M310,koL-koL-kur,aMSaH,Aṃśa [An Aditya deity RV 2.27.1],1.0
628.2,Harappa,M217 M033 M033,kur-puli-puli,jajan,O destroyer [√जज् शतृ],1.0
630.1,Harappa,M310 M031 M033,kur-kai-puli,jAna,O Origin[RV],1.0
630.2,Harappa,M098 M324 M032 M027,āl-kur-koL-māṟ,ref:549.2,,1.0
631.1,Harappa,M033 M310,puli-kur,ref:290.1,,1.0
